_id,date(mmm-yy),population_group,returned_from_housing,returned_to_shelter,newly_identified,moved_to_housing,became_inactive,actively_homeless,ageunder16,age16-24,age25-34,age35-44,age45-54,age55-64,age65over,gender_male,gender_female,"gender_transgender,non-binary_or_two_spirit",population_group_percentage
512,23-Sep,Families,11,3,200,176,25,2552,1260,283,337,442,171,44,15,1111,1440,1,25.00%
513,23-Sep,Youth,3,19,117,34,58,1039,0,1039,0,0,0,0,0,579,413,47,10.20%
514,23-Sep,Single Adult,35,172,524,138,400,6621,0,0,1983,1754,1307,1049,520,4366,2169,86,64.80%
515,23-Sep,Non-refugees,37,173,236,128,394,5357,468,561,857,1049,986,944,492,3388,1860,109,52.50%
516,23-Sep,Indigenous,7,57,23,11,88,660,7,69,133,210,137,79,25,397,241,22,6.50%
517,23-Oct,All Population,33,165,929,710,502,10111,1223,1303,2322,2214,1466,1052,531,6011,3957,143,100.00%
518,23-Oct,Chronic,13,30,635,492,213,5564,717,610,995,1107,934,771,430,3347,2131,86,55.00%
519,23-Oct,Refugees,11,18,708,512,83,5002,806,758,1516,1228,501,153,40,2783,2191,28,49.50%
520,23-Oct,Families,2,6,330,377,44,2475,1217,279,314,442,165,44,14,1081,1393,1,24.50%
521,23-Oct,Youth,10,16,105,70,57,1023,0,1023,0,0,0,0,0,582,391,50,10.10%
522,23-Oct,Single Adult,21,143,494,263,401,6613,0,0,2008,1772,1301,1008,517,4348,2173,92,65.40%
523,23-Oct,Non-refugees,22,147,221,198,419,5109,417,545,806,986,965,899,491,3228,1766,115,50.50%
524,23-Oct,Indigenous,6,49,29,8,92,649,5,63,140,197,138,77,29,389,232,28,6.40%
525,23-Nov,All Population,69,267,1113,550,472,10498,1265,1327,2431,2341,1537,1068,529,6280,4083,135,100.00%
526,23-Nov,Chronic,18,66,729,439,194,5711,693,623,1096,1148,955,767,429,3450,2176,85,54.40%
527,23-Nov,Refugees,20,40,808,357,122,5386,848,786,1650,1336,565,162,39,3027,2330,29,51.30%
528,23-Nov,Families,21,11,367,293,49,2525,1256,274,328,443,173,40,11,1095,1429,1,24.10%
529,23-Nov,Youth,7,25,137,73,51,1052,0,1052,0,0,0,0,0,601,402,49,10.00%
530,23-Nov,Single Adult,41,231,609,184,372,6921,0,0,2103,1898,1364,1028,518,4584,2252,85,65.90%
531,23-Nov,Non-refugees,49,227,305,193,350,5112,417,541,781,1005,972,906,490,3253,1753,106,48.70%
532,23-Nov,Indigenous,10,65,26,8,80,665,8,62,144,191,150,83,27,406,233,26,6.30%
533,23-Dec,All Population,53,266,886,617,447,10607,1264,1349,2464,2409,1527,1067,527,6376,4096,135,100.00%
534,23-Dec,Chronic,4,64,634,504,155,5774,687,631,1128,1211,946,757,414,3492,2196,86,54.40%
535,23-Dec,Refugees,10,24,621,399,148,5512,867,801,1687,1372,585,165,35,3108,2378,26,52.00%
536,23-Dec,Families,14,6,312,309,32,2522,1258,269,344,435,166,37,13,1086,1434,2,23.80%
537,23-Dec,Youth,8,19,110,47,56,1079,0,1079,0,0,0,0,0,623,411,45,10.20%
538,23-Dec,Single Adult,31,241,464,261,359,7006,0,0,2120,1974,1361,1030,514,4667,2251,88,66.10%
539,23-Dec,Non-refugees,43,242,265,218,299,5095,397,548,777,1037,942,902,492,3268,1718,109,48.00%
540,23-Dec,Indigenous,8,74,18,14,81,679,9,64,141,199,153,81,32,414,238,27,6.40%
541,24-Jan,All Population,53,383,930,520,431,10999,1259,1338,2575,2549,1606,1125,547,6675,4182,142,100.00%
542,24-Jan,Chronic,11,78,547,385,135,5888,714,634,1146,1247,977,758,412,3538,2263,87,53.50%
543,24-Jan,Refugees,7,32,567,363,137,5628,881,794,1718,1422,601,175,37,3192,2410,26,51.20%
544,24-Jan,Families,11,4,249,225,36,2522,1254,276,337,435,167,41,12,1090,1430,2,22.90%
545,24-Jan,Youth,3,24,85,56,51,1061,0,1061,0,0,0,0,0,606,408,47,9.60%
546,24-Jan,Single Adult,39,355,596,239,344,7416,0,0,2238,2114,1439,1084,535,4979,2344,93,67.40%
547,24-Jan,Non-refugees,46,351,363,157,294,5371,378,544,857,1127,1005,950,510,3483,1772,116,48.80%
548,24-Jan,Indigenous,8,138,44,16,67,792,6,70,188,236,171,86,35,495,267,30,7.20%
549,24-Feb,All Population,47,206,803,495,369,11173,1254,1338,2621,2647,1632,1131,550,6774,4260,139,100.00%
550,24-Feb,Chronic,19,29,497,370,112,5940,729,621,1162,1257,995,776,400,3549,2309,82,53.20%
551,24-Feb,Refugees,8,24,510,330,87,5768,867,800,1764,1486,628,185,38,3293,2450,25,51.60%
552,24-Feb,Families,6,16,245,227,23,2538,1250,281,343,436,166,49,13,1087,1449,2,22.70%
553,24-Feb,Youth,5,15,87,39,56,1056,0,1056,0,0,0,0,0,604,403,49,9.50%
554,24-Feb,Single Adult,36,175,471,229,290,7579,0,0,2278,2211,1466,1082,537,5083,2408,88,67.80%
555,24-Feb,Non-refugees,39,182,293,165,282,5405,387,538,857,1161,1004,946,512,3481,1810,114,48.40%
556,24-Feb,Indigenous,7,56,31,14,76,802,7,61,191,245,168,93,37,502,271,29,7.20%
557,24-Mar,All Population,31,185,617,426,716,10833,1277,1277,2560,2542,1569,1081,527,6549,4149,135,100.00%
558,24-Mar,Chronic,12,24,821,326,178,6288,774,675,1294,1364,1018,764,399,3727,2480,81,58.00%
559,24-Mar,Refugees,8,17,431,271,160,5805,907,772,1778,1489,634,184,41,3302,2478,25,53.60%
560,24-Mar,Families,6,2,271,212,52,2555,1273,263,347,444,168,47,13,1095,1458,2,23.60%
561,24-Mar,Youth,4,12,51,33,62,1012,0,1012,0,0,0,0,0,582,385,45,9.30%
562,24-Mar,Single Adult,21,171,295,181,602,7266,0,0,2213,2098,1401,1034,514,4872,2306,88,67.10%
563,24-Mar,Non-refugees,23,168,186,155,556,5028,370,505,782,1053,935,897,486,3247,1671,110,46.40%
564,24-Mar,Indigenous,7,69,20,16,147,734,7,49,168,216,165,94,35,475,231,28,6.80%
565,24-Apr,All Population,33,154,852,292,590,10964,1389,1276,2552,2571,1577,1073,526,6543,4292,129,100.00%
566,24-Apr,Chronic,9,24,752,223,145,6687,900,737,1361,1486,1049,757,397,3952,2660,75,61.00%
567,24-Apr,Refugees,11,26,690,186,160,6193,1021,792,1846,1592,680,206,56,3467,2699,27,56.50%
568,24-Apr,Families,7,3,367,67,38,2826,1385,288,369,510,194,58,22,1202,1622,2,25.80%
569,24-Apr,Youth,3,9,65,38,43,986,0,986,0,0,0,0,0,566,373,47,9.00%
570,24-Apr,Single Adult,23,142,420,187,509,7152,0,0,2183,2061,1383,1015,504,4775,2297,80,65.20%
571,24-Apr,Non-refugees,22,128,162,106,430,4771,368,484,706,979,897,867,470,3076,1593,102,43.50%
572,24-Apr,Indigenous,4,45,22,10,126,667,6,51,134,193,161,87,35,428,211,28,6.10%
573,24-May,All Population,23,174,328,166,507,10795,1387,1276,2516,2500,1546,1050,520,6391,4288,116,100.00%
574,24-May,Chronic,8,29,740,140,161,7177,1010,791,1499,1612,1103,756,406,4214,2887,76,66.50%
575,24-May,Refugees,5,18,188,82,132,6198,1026,788,1841,1589,687,207,60,3462,2712,24,57.40%
576,24-May,Families,1,1,69,37,38,2824,1387,280,372,508,195,58,24,1202,1620,2,26.20%
577,24-May,Youth,1,27,58,18,41,996,0,996,0,0,0,0,0,560,391,45,9.20%
578,24-May,Single Adult,21,146,201,111,428,6975,0,0,2144,1992,1351,992,496,4629,2277,69,64.60%
579,24-May,Non-refugees,18,156,140,84,375,4597,361,488,675,911,859,843,460,2929,1576,92,42.60%
580,24-May,Indigenous,5,57,19,4,105,639,6,59,130,170,156,83,35,399,214,26,5.90%
581,24-Jun,All Population,28,132,312,183,438,10627,1383,1256,2462,2480,1515,1026,505,6243,4267,117,100.00%
582,24-Jun,Chronic,7,27,608,140,157,7510,1067,829,1638,1696,1129,757,394,4387,3045,78,70.70%
583,24-Jun,Refugees,6,7,169,100,137,6157,1025,774,1810,1590,685,214,59,3425,2709,23,57.90%
584,24-Jun,Families,0,0,74,46,32,2822,1383,277,370,514,198,57,23,1191,1628,3,26.60%
585,24-Jun,Youth,4,13,50,23,43,978,0,978,0,0,0,0,0,545,389,44,9.20%
586,24-Jun,Single Adult,24,119,188,114,363,6827,0,0,2092,1966,1317,969,482,4507,2250,70,64.20%
587,24-Jun,Non-refugees,22,125,143,83,301,4470,358,482,652,890,830,812,446,2818,1558,94,42.10%
588,24-Jun,Indigenous,3,41,11,8,76,605,6,59,123,163,152,74,28,363,215,27,5.70%
589,24-Jul,All Population,33,187,368,295,405,10499,1370,1276,2428,2463,1455,1007,500,6119,4262,118,100.00%
590,24-Jul,Chronic,7,23,508,245,166,7671,1101,843,1714,1757,1111,751,394,4450,3143,78,73.10%
591,24-Jul,Refugees,7,29,183,121,107,6149,1022,775,1794,1597,682,219,60,3413,2714,22,58.60%
592,24-Jul,Families,6,4,61,65,50,2779,1370,272,364,507,191,54,21,1174,1602,3,26.50%
593,24-Jul,Youth,5,19,77,29,32,1003,0,1003,0,0,0,0,0,549,409,45,9.60%
594,24-Jul,Single Adult,22,164,230,201,323,6717,0,0,2064,1956,1264,953,479,4396,2251,70,64.00%
595,24-Jul,Non-refugees,26,158,185,174,298,4350,348,501,634,866,773,788,440,2706,1548,96,41.40%
596,24-Jul,Indigenous,5,50,37,29,85,584,6,71,118,148,139,73,29,347,207,30,5.60%
597,24-Aug,All Population,43,155,383,246,315,10503,1383,1267,2415,2445,1477,1023,493,6128,4256,119,100.00%
598,24-Aug,Chronic,12,39,423,220,146,7843,1130,856,1754,1806,1140,758,399,4568,3203,72,74.70%
599,24-Aug,Refugees,13,16,210,177,74,6143,1025,785,1782,1585,691,222,53,3400,2720,23,58.50%
600,24-Aug,Families,6,5,121,78,35,2799,1383,279,352,517,194,52,22,1183,1613,3,26.60%
601,24-Aug,Youth,9,17,61,27,49,987,0,987,0,0,0,0,0,548,392,47,9.40%
602,24-Aug,Single Adult,28,133,201,141,231,6717,0,0,2063,1928,1283,971,471,4397,2251,69,64.00%
603,24-Aug,Non-refugees,30,139,173,69,241,4360,358,482,633,860,786,801,440,2728,1536,96,41.50%
604,24-Aug,Indigenous,2,52,7,7,60,576,6,65,113,146,135,82,29,342,205,29,5.50%
605,24-Sep,All Population,35,154,408,363,385,10339,1401,1260,2322,2404,1470,1001,481,6029,4199,111,100.00%
606,24-Sep,Chronic,11,27,316,258,141,7822,1149,841,1742,1805,1140,754,391,4566,3186,70,75.70%
607,24-Sep,Refugees,18,22,236,279,90,6052,1037,789,1713,1550,694,215,54,3343,2688,21,58.50%
608,24-Sep,Families,9,5,128,81,24,2830,1401,289,343,521,203,50,23,1192,1635,3,27.40%
609,24-Sep,Youth,3,13,67,37,50,971,0,971,0,0,0,0,0,549,380,42,9.40%
610,24-Sep,Single Adult,23,136,213,245,311,6538,0,0,1979,1883,1267,951,458,4288,2184,66,63.20%
611,24-Sep,Non-refugees,17,132,172,84,295,4287,364,471,609,854,776,786,427,2686,1511,90,41.50%
612,24-Sep,Indigenous,3,47,13,5,93,542,6,54,111,130,131,83,27,319,198,25,5.20%
613,24-Oct,All Population,30,196,434,277,371,10331,1400,1262,2270,2444,1477,1002,476,6007,4207,117,100.00%
614,24-Oct,Chronic,6,38,600,240,181,8064,1195,870,1776,1889,1170,769,395,4657,3335,72,78.10%
615,24-Oct,Refugees,12,32,280,184,124,6075,1050,789,1684,1584,694,218,56,3353,2702,20,58.80%
616,24-Oct,Families,3,7,159,106,72,2822,1400,283,337,519,210,51,22,1198,1621,3,27.30%
617,24-Oct,Youth,6,26,63,34,39,977,0,977,0,0,0,0,0,550,386,41,9.50%
618,24-Oct,Single Adult,21,163,212,137,260,6532,0,0,1933,1925,1267,951,454,4259,2200,73,63.20%
619,24-Oct,Non-refugees,18,164,154,93,247,4256,350,473,586,860,783,784,420,2654,1505,97,41.20%
620,24-Oct,Indigenous,2,57,24,12,62,551,7,58,104,139,131,83,29,316,207,28,5.30%
621,24-Nov,All Population,49,331,670,545,342,10460,1404,1266,2250,2500,1518,1034,488,6112,4228,120,100.00%
622,24-Nov,Chronic,13,50,245,507,148,7785,1148,825,1690,1828,1153,760,381,4497,3221,67,74.40%
623,24-Nov,Refugees,13,38,330,360,85,6012,1050,755,1637,1587,708,222,53,3308,2682,22,57.50%
624,24-Nov,Families,4,14,231,226,40,2804,1404,272,323,519,215,53,18,1184,1618,2,26.80%
625,24-Nov,Youth,7,43,85,55,48,994,0,994,0,0,0,0,0,548,404,42,9.50%
626,24-Nov,Single Adult,38,274,354,264,254,6662,0,0,1927,1981,1303,981,470,4380,2206,76,63.70%
627,24-Nov,Non-refugees,36,293,340,185,257,4448,354,511,613,913,810,812,435,2804,1546,98,42.50%
628,24-Nov,Indigenous,8,88,28,12,48,614,7,65,115,170,143,83,31,367,218,29,5.90%
629,24-Dec,All Population,60,496,966,536,283,11144,1371,1308,2379,2720,1694,1128,544,6680,4333,131,100.00%
630,24-Dec,Chronic,13,63,313,461,109,7688,1143,786,1624,1825,1162,763,385,4464,3167,57,69.00%
631,24-Dec,Refugees,18,48,402,333,67,6082,1039,760,1622,1635,750,218,58,3395,2661,26,54.60%
632,24-Dec,Families,13,5,201,231,18,2771,1371,273,312,520,224,53,18,1171,1598,2,24.90%
633,24-Dec,Youth,9,22,119,51,42,1031,0,1031,0,0,0,0,0,584,401,46,9.30%
634,24-Dec,Single Adult,38,469,646,254,223,7342,0,0,2067,2200,1470,1075,526,4925,2334,83,65.90%
635,24-Dec,Non-refugees,42,448,564,203,216,5062,332,548,757,1085,944,910,486,3285,1672,105,45.40%
636,24-Dec,Indigenous,6,154,93,14,50,816,11,60,175,224,194,104,48,517,264,35,7.30%
637,25-Jan,All Population,70,533,947,556,328,11780,1337,1371,2538,2920,1815,1223,576,7181,4452,147,100.00%
638,25-Jan,Chronic,12,69,293,506,131,7500,1099,769,1560,1800,1128,761,383,4356,3090,54,63.70%
639,25-Jan,Refugees,17,49,305,407,91,5979,987,758,1602,1616,741,218,57,3381,2574,24,50.80%
640,25-Jan,Families,10,11,203,234,38,2731,1337,274,301,517,228,52,22,1158,1571,2,23.20%
641,25-Jan,Youth,6,34,128,43,41,1096,0,1096,0,0,0,0,0,624,422,50,9.30%
642,25-Jan,Single Adult,54,488,616,279,249,7953,0,0,2237,2403,1587,1171,554,5399,2459,95,67.50%
643,25-Jan,Non-refugees,53,484,642,149,237,5801,350,613,936,1304,1074,1005,519,3800,1878,123,49.20%
644,25-Jan,Indigenous,5,172,77,16,62,1003,4,72,220,297,227,129,54,639,325,39,8.50%
645,25-Feb,All Population,64,341,797,676,548,11721,1283,1362,2544,2925,1802,1221,584,7193,4379,149,100.00%
646,25-Feb,Chronic,17,33,274,602,110,7169,1057,737,1471,1712,1084,733,375,4184,2928,57,61.20%
647,25-Feb,Refugees,13,41,335,503,104,5775,954,724,1561,1557,704,215,60,3286,2463,26,49.30%
648,25-Feb,Families,6,3,184,281,23,2614,1283,266,282,490,218,51,24,1100,1511,3,22.30%
649,25-Feb,Youth,7,26,109,62,64,1094,0,1094,0,0,0,0,0,630,412,52,9.30%
650,25-Feb,Single Adult,51,312,504,333,461,8013,0,0,2262,2435,1584,1170,560,5463,2456,94,68.40%
651,25-Feb,Non-refugees,51,300,462,173,444,5946,329,638,983,1368,1098,1006,524,3907,1916,123,50.70%
652,25-Feb,Indigenous,10,111,54,24,98,1071,4,78,222,334,249,136,48,676,358,37,9.10%
653,25-Mar,All Population,86,252,665,543,722,11421,1282,1349,2450,2876,1739,1144,581,6953,4330,138,100.00%
654,25-Mar,Chronic,26,27,332,484,118,7038,1047,738,1440,1680,1055,708,370,4080,2902,56,61.60%
655,25-Mar,Refugees,25,26,294,358,114,5659,944,716,1526,1527,687,205,54,3197,2435,27,49.50%
656,25-Mar,Families,26,15,219,198,35,2639,1282,279,294,492,216,53,23,1106,1530,3,23.10%
657,25-Mar,Youth,11,19,94,49,75,1070,0,1070,0,0,0,0,0,607,415,48,9.40%
658,25-Mar,Single Adult,49,218,352,296,612,7712,0,0,2156,2384,1523,1091,558,5240,2385,87,67.50%
659,25-Mar,Non-refugees,61,226,371,185,608,5762,338,633,924,1349,1052,939,527,3756,1895,111,50.50%
660,25-Mar,Indigenous,10,69,36,14,145,1031,6,80,203,328,236,130,48,642,355,34,9.00%
661,25-Apr,All Population,31,157,352,292,789,10861,1290,1300,2294,2668,1642,1110,557,6570,4167,124,100.00%
662,25-Apr,Chronic,7,16,255,249,136,6950,1035,736,1406,1667,1035,706,365,4026,2870,54,64.00%
663,25-Apr,Refugees,7,21,141,175,135,5518,944,691,1471,1485,670,202,55,3107,2387,24,50.80%
664,25-Apr,Families,7,7,116,110,20,2642,1290,284,291,495,207,53,22,1112,1527,3,24.30%
665,25-Apr,Youth,3,24,51,15,90,1014,0,1014,0,0,0,0,0,561,408,45,9.30%
666,25-Apr,Single Adult,21,126,185,167,679,7205,0,0,2003,2173,1435,1057,535,4897,2232,76,66.30%
667,25-Apr,Non-refugees,24,136,211,117,654,5343,346,609,823,1183,972,908,502,3463,1780,100,49.20%
668,25-Apr,Indigenous,7,48,18,12,201,891,5,76,172,260,212,123,43,565,296,30,8.20%
669,25-May,All Population,39,172,385,307,868,10251,1263,1237,2134,2473,1534,1074,536,6128,3999,124,100.00%
670,25-May,Chronic,10,22,431,249,178,7035,1040,735,1400,1716,1045,725,374,4079,2894,62,68.60%
671,25-May,Refugees,12,12,164,170,163,5374,944,670,1392,1456,650,207,55,3008,2343,23,52.40%
672,25-May,Families,3,0,102,117,45,2585,1263,279,275,493,200,55,20,1078,1504,3,25.20%
673,25-May,Youth,7,22,49,32,85,957,0,957,0,0,0,0,0,530,380,47,9.30%
674,25-May,Single Adult,29,150,234,158,738,6709,0,0,1859,1980,1334,1019,516,4520,2115,74,65.40%
675,25-May,Non-refugees,27,160,221,137,705,4877,319,567,742,1017,884,867,481,3120,1656,101,47.60%
676,25-May,Indigenous,5,47,29,18,210,740,0,66,147,204,175,110,38,469,242,29,7.20%
677,25-Jun,All Population,37,241,459,436,586,9928,1214,1235,2041,2375,1484,1046,533,5880,3920,128,100.00%
678,25-Jun,Chronic,10,26,396,379,135,6975,981,756,1373,1713,1040,717,395,4051,2859,65,70.30%
679,25-Jun,Refugees,13,28,163,268,128,5183,910,658,1327,1405,621,211,51,2885,2270,28,52.20%
680,25-Jun,Families,3,5,123,201,31,2487,1214,274,257,480,187,57,18,1017,1466,4,25.10%
681,25-Jun,Youth,6,21,81,34,63,957,0,957,0,0,0,0,0,531,379,47,9.60%
682,25-Jun,Single Adult,28,215,255,201,492,6484,0,0,1784,1895,1297,989,515,4332,2075,77,65.30%
683,25-Jun,Non-refugees,24,213,296,168,458,4745,304,577,714,970,863,835,482,2995,1650,100,47.80%
684,25-Jun,Indigenous,3,73,39,23,120,705,0,65,139,196,153,109,43,429,244,32,7.10%
685,25-Jul,All Population,63,289,589,386,389,10069,1256,1261,2052,2379,1522,1061,538,5958,3983,128,100.00%
686,25-Jul,Chronic,22,41,388,317,132,7015,964,768,1399,1714,1048,733,389,4095,2848,72,69.70%
687,25-Jul,Refugees,21,37,184,218,66,5145,916,658,1300,1381,622,217,51,2864,2253,28,51.10%
688,25-Jul,Families,22,11,194,155,34,2522,1255,277,252,481,182,59,16,1041,1478,3,25.00%
689,25-Jul,Youth,6,16,101,42,41,984,0,984,0,0,0,0,0,531,405,48,9.80%
690,25-Jul,Single Adult,35,262,294,189,314,6563,0,0,1800,1898,1340,1002,522,4386,2100,77,65.20%
691,25-Jul,Non-refugees,42,252,405,168,323,4924,340,603,752,998,900,844,487,3094,1730,100,48.90%
692,25-Jul,Indigenous,7,87,41,22,74,740,0,70,158,202,159,107,44,455,255,30,7.30%
693,25-Aug,All Population,38,189,448,396,471,9858,1229,1245,1993,2301,1489,1064,537,5843,3891,124,100.00%
694,25-Aug,Chronic,12,25,420,347,168,7006,916,784,1418,1691,1054,746,397,4115,2814,77,71.10%
695,25-Aug,Refugees,4,17,128,261,142,4905,868,623,1243,1312,592,218,49,2730,2148,27,49.80%
696,25-Aug,Families,8,8,125,157,71,2444,1228,266,248,456,176,54,16,997,1444,3,24.80%
697,25-Aug,Youth,6,20,79,32,65,979,0,979,0,0,0,0,0,534,399,46,9.90%
698,25-Aug,Single Adult,24,161,244,207,335,6435,0,0,1745,1845,1313,1010,521,4312,2048,75,65.30%
699,25-Aug,Non-refugees,34,172,320,135,329,4953,361,622,750,989,897,846,488,3113,1743,97,50.20%
700,25-Aug,Indigenous,6,46,21,21,86,708,0,68,145,196,154,100,45,436,245,27,7.20%
701,25-Sep,All Population,41,179,419,275,560,9637,1245,1233,1902,2227,1422,1057,551,5647,3875,115,100.00%
702,25-Sep,Chronic,10,22,320,215,189,6968,927,790,1377,1668,1049,747,410,4086,2808,74,72.30%
703,25-Sep,Refugees,7,22,148,149,158,4781,879,607,1191,1261,576,215,52,2625,2128,28,49.60%
704,25-Sep,Families,12,4,124,77,32,2476,1245,279,245,459,179,53,16,1012,1461,3,25.70%
705,25-Sep,Youth,2,14,82,34,70,952,0,952,0,0,0,0,0,521,392,39,9.90%
706,25-Sep,Single Adult,27,161,213,164,458,6209,0,0,1657,1768,1243,1004,535,4114,2022,73,64.40%
707,25-Sep,Non-refugees,34,157,271,126,402,4856,366,626,711,966,846,842,499,3022,1747,87,50.40%
708,25-Sep,Indigenous,5,59,29,19,92,681,0,65,133,185,150,103,45,417,236,28,7.10%
709,25-Oct,All Population,38,220,417,240,471,9573,1260,1233,1865,2234,1389,1029,563,5567,3888,118,100.00%
710,25-Oct,Chronic,16,30,201,186,208,6820,910,780,1334,1641,1011,733,411,4002,2748,70,71.20%
711,25-Oct,Refugees,10,22,173,136,115,4733,890,607,1160,1251,566,207,52,2593,2112,28,49.40%
712,25-Oct,Families,10,6,139,70,51,2511,1260,276,253,466,185,53,18,1027,1481,3,26.20%
713,25-Oct,Youth,7,21,66,17,62,956,0,956,0,0,0,0,0,519,395,42,10.00%
714,25-Oct,Single Adult,21,193,212,153,358,6106,0,0,1612,1768,1204,976,545,4021,2012,73,63.80%
715,25-Oct,Non-refugees,28,198,244,104,356,4840,370,626,705,983,823,822,511,2974,1776,90,50.60%
716,25-Oct,Indigenous,7,74,29,11,78,698,0,72,136,204,140,103,43,418,247,33,7.30%
717,25-Nov,All Population,56,365,457,282,386,9756,1223,1230,1910,2302,1453,1061,577,5778,3850,128,100.00%
718,25-Nov,Chronic,10,64,259,217,149,6769,901,779,1307,1628,998,745,411,3999,2701,69,69.40%
719,25-Nov,Refugees,11,33,109,149,65,4671,863,600,1147,1241,561,209,50,2598,2046,27,47.90%
720,25-Nov,Families,5,1,55,100,27,2445,1223,269,245,457,179,54,18,1007,1435,3,25.10%
721,25-Nov,Youth,10,31,70,30,58,961,0,961,0,0,0,0,0,530,392,39,9.90%
722,25-Nov,Single Adult,41,333,332,152,301,6350,0,0,1665,1845,1274,1007,559,4241,2023,86,65.10%
723,25-Nov,Non-refugees,45,332,348,133,321,5085,360,630,763,1061,892,852,527,3180,1804,101,52.10%
724,25-Nov,Indigenous,9,115,34,17,82,762,3,79,146,228,162,105,39,469,256,37,7.80%
725,25-Dec,All Population,62,635,742,365,318,10477,1187,1252,2086,2550,1601,1189,612,6359,3974,144,100.00%
726,25-Dec,Chronic,7,60,293,313,117,6728,884,763,1296,1604,1015,754,412,3953,2701,74,64.20%
727,25-Dec,Refugees,17,48,110,227,67,4550,818,585,1135,1200,555,208,49,2537,1983,30,43.40%
728,25-Dec,Families,3,4,110,154,29,2379,1187,268,242,438,179,48,17,962,1414,3,22.70%
729,25-Dec,Youth,7,27,79,35,40,984,0,984,0,0,0,0,0,556,386,42,9.40%
730,25-Dec,Single Adult,52,604,553,176,249,7114,0,0,1844,2112,1422,1141,595,4841,2174,99,67.90%
731,25-Dec,Non-refugees,45,587,632,138,251,5927,369,667,951,1350,1046,981,563,3822,1991,114,56.60%
732,25-Dec,Indigenous,12,219,73,15,62,991,3,82,217,312,206,126,45,628,321,42,9.50%
733,26-Jan,All Population,82,487,709,283,376,11057,1165,1269,2227,2754,1724,1270,648,6817,4086,154,100.00%
734,26-Jan,Chronic,21,47,309,228,113,6767,892,772,1279,1599,1029,775,421,3984,2708,75,61.20%
735,26-Jan,Refugees,16,53,99,164,93,4469,803,568,1100,1194,546,206,52,2515,1926,28,40.40%
736,26-Jan,Families,1,7,93,100,36,2350,1165,268,229,438,180,54,16,941,1406,3,21.30%
737,26-Jan,Youth,8,23,90,30,53,999,0,999,0,0,0,0,0,558,397,44,9.00%
738,26-Jan,Single Adult,73,457,526,153,287,7708,0,0,1998,2316,1544,1216,632,5318,2283,107,69.70%
739,26-Jan,Non-refugees,66,434,610,119,283,6588,362,701,1127,1560,1178,1064,596,4302,2160,126,59.60%
740,26-Jan,Indigenous,15,153,80,11,58,1179,4,89,267,375,247,149,48,746,386,47,10.70%
741,26-Feb,All Population,65,326,532,387,628,10928,1137,1256,2204,2692,1716,1264,659,6751,4022,155,100.00%
742,26-Feb,Chronic,11,25,281,313,137,6623,863,756,1247,1545,1024,768,420,3925,2621,77,60.60%
743,26-Feb,Refugees,10,28,109,237,103,4280,780,540,1064,1119,529,198,50,2434,1815,31,39.20%
744,26-Feb,Families,6,8,103,159,22,2283,1137,260,222,424,174,51,15,919,1363,1,20.90%
745,26-Feb,Youth,7,28,71,31,54,994,0,994,0,0,0,0,0,549,401,44,9.10%
746,26-Feb,Single Adult,52,290,358,197,552,7651,0,0,1982,2268,1542,1213,644,5283,2258,110,70.00%
747,26-Feb,Non-refugees,55,298,423,150,525,6648,357,716,1140,1573,1187,1066,609,4317,2207,124,60.80%
748,26-Feb,Indigenous,14,97,39,15,119,1207,4,91,275,378,259,149,51,754,406,47,11.00%
