year,attribute,response,synth_count,ref_prop,synth_prop
2023,num_health_conditions,3 health conditions,1252,0.1472,0.1461
2023,num_health_conditions,4 health conditions,1020,0.1134,0.119
2023,num_health_conditions,5 health conditions,658,0.0811,0.0768
2023,racial_identity,Racialized,5507,0.6469,0.6426
2023,racial_identity,Non-racialized,3063,0.3531,0.3574
2023,reason_came_to_ottawa,Other,1690,0.1912,0.1972
2023,reason_came_to_ottawa,Family moved here,1296,0.1467,0.1512
2023,reason_came_to_ottawa,To access services and supports,1263,0.149,0.1474
2023,reason_came_to_ottawa,Fear for safety,1172,0.1326,0.1368
2023,reason_came_to_ottawa,To access emergency shelters,730,0.0878,0.0852
2023,reason_came_to_ottawa,Employment (seeking),678,0.0841,0.0791
2023,reason_came_to_ottawa,To visit friends/family,642,0.0795,0.0749
2023,reason_came_to_ottawa,To find housing,498,0.0582,0.0581
2023,reason_came_to_ottawa,To attend school,356,0.0433,0.0415
2023,reason_came_to_ottawa,Employment (secured),211,0.0241,0.0246
2023,reason_came_to_ottawa,Recreation/shopping,34,0.0035,0.004
2023,reasons_not_in_shelter,Fear for safety,3162,0.3642,0.369
2023,reasons_not_in_shelter,Had other temporary housing,2061,0.2448,0.2405
2023,reasons_not_in_shelter,Crowded,1018,0.1224,0.1188
2023,reasons_not_in_shelter,Bed bugs & other pests,985,0.1134,0.1149
2023,reasons_not_in_shelter,Personal choice not to stay,676,0.0836,0.0789
2023,reasons_not_in_shelter,Turned away (shelters are full),390,0.041,0.0455
2023,reasons_not_in_shelter,Turned away (banned),278,0.0306,0.0324
2023,sexual_orientation,Heterosexual,7341,0.8542,0.8566
2023,sexual_orientation,"Gay, lesbian and other",1038,0.1226,0.1211
2023,sexual_orientation,Don't know,191,0.0232,0.0223
2023,shelter_past_year,Yes,5677,0.6633,0.6624
2023,shelter_past_year,No,2893,0.3367,0.3376
2023,support_needs,Mental health,1207,0.1419,0.1408
2023,support_needs,Addiction or substance use,871,0.1039,0.1016
2023,support_needs,Financial Supports,857,0.0992,0.1
2023,support_needs,Supportive Housing,856,0.0981,0.0999
2023,support_needs,Food Security,802,0.0948,0.0936
2023,support_needs,None of the above,753,0.0868,0.0879
2023,support_needs,Access to Facilities,549,0.0619,0.0641
2023,support_needs,Legal Aid,423,0.0473,0.0494
2023,support_needs,Family Supports,408,0.0511,0.0476
2023,support_needs,Disability Support,395,0.0457,0.0461
2023,support_needs,Cultural Supports,393,0.0478,0.0459
2023,support_needs,Medical condition,351,0.0455,0.041
2023,support_needs,Physical disability,217,0.0241,0.0253
2023,support_needs,Learning disability,187,0.0189,0.0218
2023,support_needs,Brain injury,137,0.0142,0.016
2023,support_needs,Newcomer/Refugee Supports,89,0.0103,0.0104
2023,support_needs,Pregnancy,75,0.0085,0.0088
2023,time_in_canada,Under 1 year,3489,0.4049,0.4071
2023,time_in_canada,Over 5 years,2835,0.3343,0.3308
2023,time_in_canada,1 to 5 years,2246,0.2608,0.2621
2023,time_in_ottawa,Under 1 year,2806,0.3254,0.3274
2023,time_in_ottawa,Always been in Ottawa,2464,0.2831,0.2875
2023,time_in_ottawa,1 to 5 years,1785,0.2091,0.2083
2023,time_in_ottawa,Over 5 years,1515,0.1823,0.1768
2023,want_permanent_housing,Yes,8231,0.9634,0.9604
2023,want_permanent_housing,No,339,0.0366,0.0396
2024,acquired_brain_injury,No,8093,0.8613,0.8619
2024,acquired_brain_injury,Yes,1297,0.1387,0.1381
2024,age_first_homeless,25 to 49 years old,4614,0.4894,0.4914
2024,age_first_homeless,18 to 24 years old,1869,0.1934,0.199
2024,age_first_homeless,13 to 17 years old,1234,0.1403,0.1314
2024,age_first_homeless,50 to 64 years old,1170,0.1256,0.1246
2024,age_first_homeless,Under 12 years old,285,0.0266,0.0304
2024,age_first_homeless,Over 65 years old,218,0.0247,0.0232
2024,age_group,25 to 49 years old,5809,0.6104,0.6186
2024,age_group,50 to 64 years old,1888,0.2008,0.2011
2024,age_group,18 to 24 years old,1136,0.126,0.121
2024,age_group,Over 65 years old,462,0.0501,0.0492
2024,age_group,13 to 17 years old,95,0.0127,0.0101
2024,cause_housing_loss,Not enough income for housing,1662,0.173,0.177
2024,cause_housing_loss,Experienced discrimination,829,0.0867,0.0883
2024,cause_housing_loss,Relocation,786,0.0859,0.0837
2024,cause_housing_loss,Unfit/unsafe housing conditions,695,0.0751,0.074
2024,cause_housing_loss,Mental health issue,689,0.0755,0.0734
2024,cause_housing_loss,Substance use issue,639,0.0709,0.0681
2024,cause_housing_loss,Conflict with spouse/partner,518,0.0524,0.0552
2024,cause_housing_loss,Conflict with other (unspecified),503,0.0516,0.0536
2024,cause_housing_loss,Experienced abuse by spouse/partner,430,0.0432,0.0458
2024,cause_housing_loss,Landlord/tenant conflict,375,0.0389,0.0399
2024,cause_housing_loss,Incarceration (prison or jail),361,0.0389,0.0384
2024,cause_housing_loss,Physical health issue,320,0.0366,0.0341
2024,cause_housing_loss,Conflict with parent/guardian,306,0.0308,0.0326
2024,cause_housing_loss,Experienced abuse by parent/guardian,229,0.0258,0.0244
2024,cause_housing_loss,Experienced abuse by other (unspecified),211,0.0231,0.0225
2024,cause_housing_loss,Death of family member,190,0.0208,0.0202
2024,cause_housing_loss,Departure of family member,173,0.0208,0.0184
2024,cause_housing_loss,"Complaint (eg. pets, noise, damage)",162,0.0185,0.0173
2024,cause_housing_loss,Hospitalization or treatment program,161,0.0154,0.0171
2024,cause_housing_loss,Building sold/renovated,111,0.0112,0.0118
2024,cause_housing_loss,Owner moved in,40,0.0046,0.0043
2024,citizenship,Canadian citizen,4761,0.5033,0.507
2024,citizenship,Other,2564,0.2732,0.2731
2024,citizenship,Refugee claimant,1383,0.1499,0.1473
2024,citizenship,Permanent resident,646,0.0709,0.0688
2024,citizenship,Temporary foreign worker,36,0.0027,0.0038
2024,covid_housing_loss,Unknown,9390,0.0,1.0
2024,dependents_tonight,Accompanied by dependent(s),9390,1.0,1.0
2024,duration_homeless_past_year,More than 180 days,5635,0.6062,0.6001
2024,duration_homeless_past_year,Less than 180 days,3755,0.3938,0.3999
2024,education,High school graduate,3183,0.3345,0.339
2024,education,Less than high school,2850,0.2975,0.3035
2024,education,Post-secondary or higher,2365,0.2609,0.2519
2024,education,Some post-secondary,992,0.1071,0.1056
2024,episodes_homeless_past_year,Unknown,9390,0.0,1.0
2024,family_members_tonight,Accompanied by family member(s) or other(s),9390,1.0,1.0
2024,foster_care,No,7429,0.7942,0.7912
2024,foster_care,Yes,1961,0.2058,0.2088
2024,foster_care_how_long_ago,Unknown,9390,0.0,1.0
2024,foster_care_to_homeless,More than 1 year,5334,0.5703,0.5681
2024,foster_care_to_homeless,1 year or less,4056,0.4297,0.4319
2024,gender,Men,5851,0.6313,0.6231
2024,gender,Women,3395,0.354,0.3616
2024,gender,Non-binary and other identities,144,0.0147,0.0153
2024,health_challenges,Mental health issue,2647,0.2805,0.2819
2024,health_challenges,Substance use issue,2476,0.2628,0.2637
2024,health_challenges,Medical condition,1617,0.1765,0.1722
2024,health_challenges,Physical limitation,1490,0.158,0.1587
2024,health_challenges,Learning/cognitive limitation,1160,0.1222,0.1235
2024,housing_challenges,Rents too high,2135,0.217,0.2274
2024,housing_challenges,Low income,2071,0.2289,0.2206
2024,housing_challenges,No income assistance,875,0.0913,0.0932
2024,housing_challenges,Lack of support,668,0.074,0.0711
2024,housing_challenges,Addiction,645,0.0655,0.0687
2024,housing_challenges,Poor housing conditions,611,0.0651,0.0651
2024,housing_challenges,Mental health,535,0.062,0.057
2024,housing_challenges,Family conflict,408,0.0439,0.0435
2024,housing_challenges,Health/disability,356,0.0358,0.0379
2024,housing_challenges,Criminal history,300,0.0328,0.0319
2024,housing_challenges,Discrimination,281,0.0324,0.0299
2024,housing_challenges,Domestic violence,222,0.0231,0.0236
2024,housing_challenges,Children,136,0.0131,0.0145
2024,housing_challenges,Pets,94,0.0085,0.01
2024,housing_challenges,Don't want housing,53,0.0066,0.0056
2024,housing_loss_how_long_ago,More than 180 days ago,6342,0.6782,0.6754
2024,housing_loss_how_long_ago,Less than 180 days ago,3048,0.3218,0.3246
2024,immigration_status,No,5286,0.5634,0.5629
2024,immigration_status,"Yes, refugee or refugee claimant",3327,0.3553,0.3543
2024,immigration_status,"Yes, immigrant",777,0.0813,0.0827
2024,income_sources,Ontario Works,3395,0.3592,0.3616
2024,income_sources,Disability benefit,1490,0.1603,0.1587
2024,income_sources,No income,1008,0.1056,0.1073
2024,income_sources,Informal income (eg. bottle returns),734,0.0775,0.0782
2024,income_sources,Part-time employment,419,0.0462,0.0446
2024,income_sources,Full-time employment,392,0.0397,0.0417
2024,income_sources,Child and family tax benefits,388,0.0393,0.0413
2024,income_sources,Other,327,0.037,0.0348
2024,income_sources,Seniors' benefits,290,0.0328,0.0309
2024,income_sources,Casual employment,278,0.0301,0.0296
2024,income_sources,GST/HST refund,254,0.0281,0.0271
2024,income_sources,Money from family/friends,245,0.0262,0.0261
2024,income_sources,Employment insurance,170,0.0181,0.0181
2024,language,English,6814,0.7237,0.7257
2024,language,French,1623,0.1742,0.1728
2024,language,Neither English or French,738,0.0798,0.0786
2024,language,No preference,215,0.0224,0.0229
2024,location_tonight,Emergency shelter,4348,0.4574,0.463
2024,location_tonight,Transitional housing,2428,0.2551,0.2586
2024,location_tonight,Unsheltered,1191,0.1295,0.1268
2024,location_tonight,Someone else's place,533,0.0601,0.0568
2024,location_tonight,Unsure,267,0.0297,0.0284
2024,location_tonight,Encampment,254,0.0258,0.0271
2024,location_tonight,Motel/hotel (self-funded),176,0.0208,0.0187
2024,location_tonight,Institution,129,0.0146,0.0137
2024,location_tonight,Vehicle,64,0.0069,0.0068
2024,military_service,Did not serve in Canadian military and/or RCMP,8988,0.9599,0.9572
2024,military_service,Served in Canadian military and/or RCMP,402,0.0401,0.0428
2024,num_health_conditions,0 health conditions,3299,0.3491,0.3513
2024,num_health_conditions,1 health condition,1819,0.1985,0.1937
2024,num_health_conditions,2 health conditions,1341,0.1403,0.1428
2024,num_health_conditions,3 health conditions,1329,0.1391,0.1415
2024,num_health_conditions,4 health conditions,928,0.1033,0.0988
2024,num_health_conditions,5 health conditions,674,0.0697,0.0718
2024,racial_identity,Racialized,6230,0.664,0.6635
2024,racial_identity,Non-racialized,3160,0.336,0.3365
2024,reason_came_to_ottawa,Other,1957,0.2085,0.2084
2024,reason_came_to_ottawa,Fear for safety,1543,0.1657,0.1643
2024,reason_came_to_ottawa,Family moved here,1194,0.126,0.1272
2024,reason_came_to_ottawa,To access services and supports,1105,0.1183,0.1177
2024,reason_came_to_ottawa,Employment (seeking),944,0.0929,0.1005
2024,reason_came_to_ottawa,To access emergency shelters,933,0.1056,0.0994
2024,reason_came_to_ottawa,To visit friends/family,634,0.0671,0.0675
2024,reason_came_to_ottawa,To find housing,534,0.0563,0.0569
2024,reason_came_to_ottawa,To attend school,327,0.0347,0.0348
2024,reason_came_to_ottawa,Employment (secured),190,0.022,0.0202
2024,reason_came_to_ottawa,Recreation/shopping,29,0.0031,0.0031
2024,reasons_not_in_shelter,Unknown,9390,0.0,1.0
2024,sexual_orientation,Heterosexual,7996,0.8582,0.8515
2024,sexual_orientation,"Gay, lesbian and other",1232,0.1268,0.1312
2024,sexual_orientation,Don't know,162,0.015,0.0173
2024,shelter_past_year,Yes,5793,0.6181,0.6169
2024,shelter_past_year,No,3597,0.3819,0.3831
2024,support_needs,Supportive Housing,1417,0.1472,0.1509
2024,support_needs,Financial Supports,1394,0.1487,0.1485
2024,support_needs,Food Security,1349,0.1422,0.1437
2024,support_needs,Mental health,848,0.0894,0.0903
2024,support_needs,Access to Facilities,831,0.0929,0.0885
2024,support_needs,Family Supports,716,0.0767,0.0763
2024,support_needs,Disability Support,696,0.0686,0.0741
2024,support_needs,Cultural Supports,636,0.0717,0.0677
2024,support_needs,Legal Aid,621,0.0709,0.0661
2024,support_needs,Addiction or substance use,618,0.0667,0.0658
2024,support_needs,Newcomer/Refugee Supports,168,0.0154,0.0179
2024,support_needs,None of the above,96,0.0096,0.0102
2024,time_in_canada,Under 1 year,5224,0.5618,0.5563
2024,time_in_canada,1 to 5 years,2375,0.2497,0.2529
2024,time_in_canada,Over 5 years,1791,0.1884,0.1907
2024,time_in_ottawa,Under 1 year,3473,0.3669,0.3699
2024,time_in_ottawa,Always been in Ottawa,2936,0.3083,0.3127
2024,time_in_ottawa,1 to 5 years,1987,0.2185,0.2116
2024,time_in_ottawa,Over 5 years,994,0.1064,0.1059
2024,want_permanent_housing,Unknown,9390,0.0,1.0
