Date,Count_,TotalLengthOfStay,Category,ObjectId
2018/09/01 00:00:00+00,421,38627,Family Units,939
2018/09/01 00:00:00+00,441,39055,Family Households,940
2019/04/01 00:00:00+00,3007,67170,All Clients,941
2019/04/01 00:00:00+00,1450,25491,All Singles,942
2019/04/01 00:00:00+00,1593,42341,Family Household Members,943
2019/04/01 00:00:00+00,1564,41679,Family Member,944
2019/04/01 00:00:00+00,29,662,Offsite/Overflow Singles,945
2019/04/01 00:00:00+00,905,15357,Mens Shelter,946
2019/04/01 00:00:00+00,198,4126,Womens Shelter,947
2019/04/01 00:00:00+00,413,3569,Mixed-Gender,948
2019/04/01 00:00:00+00,75,1777,Youth Shelter,949
2019/04/01 00:00:00+00,1085,18427,Single Adult Males,950
2020/06/01 00:00:00+00,71,1792,Youth Shelter,951
2020/06/01 00:00:00+00,863,15583,Single Adult Males,952
2020/06/01 00:00:00+00,274,5300,Single Adult Females,953
2020/06/01 00:00:00+00,56,1269,Single Youth 18 Under,954
2020/06/01 00:00:00+00,525,49143,Family Units,955
2020/06/01 00:00:00+00,570,50257,Family Households,956
2020/03/01 00:00:00+00,3343,78906,All Clients,957
2020/03/01 00:00:00+00,1527,26926,All Singles,958
2020/03/01 00:00:00+00,1850,52691,Family Household Members,959
2020/03/01 00:00:00+00,1819,51980,Family Member,960
2020/03/01 00:00:00+00,31,711,Offsite/Overflow Singles,961
2020/03/01 00:00:00+00,943,16440,Mens Shelter,962
2020/03/01 00:00:00+00,229,4482,Womens Shelter,963
2020/03/01 00:00:00+00,502,3336,Mixed-Gender,964
2020/03/01 00:00:00+00,70,1957,Youth Shelter,965
2020/03/01 00:00:00+00,1129,19231,Single Adult Males,966
2020/03/01 00:00:00+00,348,6403,Single Adult Females,967
2020/03/01 00:00:00+00,50,1292,Single Youth 18 Under,968
2020/03/01 00:00:00+00,544,51980,Family Units,969
2020/03/01 00:00:00+00,574,52691,Family Households,970
2020/05/01 00:00:00+00,2955,74256,All Clients,971
2020/05/01 00:00:00+00,1237,23509,All Singles,972
2020/05/01 00:00:00+00,1771,51778,Family Household Members,973
2020/05/01 00:00:00+00,1724,50747,Family Member,974
2020/05/01 00:00:00+00,47,1031,Offsite/Overflow Singles,975
2020/05/01 00:00:00+00,736,14177,Mens Shelter,976
2020/05/01 00:00:00+00,160,3697,Womens Shelter,977
2020/05/01 00:00:00+00,352,2699,Mixed-Gender,978
2020/05/01 00:00:00+00,72,1905,Youth Shelter,979
2020/05/01 00:00:00+00,885,16654,Single Adult Males,980
2020/05/01 00:00:00+00,298,5565,Single Adult Females,981
2020/05/01 00:00:00+00,54,1290,Single Youth 18 Under,982
2020/05/01 00:00:00+00,516,50747,Family Units,983
2020/05/01 00:00:00+00,562,51778,Family Households,984
2020/11/01 00:00:00+00,2763,64067,All Clients,985
2020/11/01 00:00:00+00,1207,22038,All Singles,986
2020/11/01 00:00:00+00,1602,43011,Family Household Members,987
2020/11/01 00:00:00+00,1558,42029,Family Member,988
2020/11/01 00:00:00+00,44,982,Offsite/Overflow Singles,989
2020/11/01 00:00:00+00,703,12852,Mens Shelter,990
2020/11/01 00:00:00+00,147,2756,Womens Shelter,991
2020/11/01 00:00:00+00,405,3699,Mixed-Gender,992
2020/11/01 00:00:00+00,67,1749,Youth Shelter,993
2020/11/01 00:00:00+00,878,15972,Single Adult Males,994
2020/11/01 00:00:00+00,268,4585,Single Adult Females,995
2020/11/01 00:00:00+00,61,1481,Single Youth 18 Under,996
2020/11/01 00:00:00+00,450,42029,Family Units,997
2020/11/01 00:00:00+00,493,43011,Family Households,998
2020/10/01 00:00:00+00,2878,69296,All Clients,999
2020/10/01 00:00:00+00,1266,23307,All Singles,1000
2019/03/01 00:00:00+00,456,41677,Family Units,1001
2019/03/01 00:00:00+00,487,42392,Family Households,1002
2019/05/01 00:00:00+00,3067,69393,All Clients,1003
2019/05/01 00:00:00+00,1467,26497,All Singles,1004
2019/05/01 00:00:00+00,1641,43534,Family Household Members,1005
2019/05/01 00:00:00+00,1610,42896,Family Member,1006
2019/05/01 00:00:00+00,31,638,Offsite/Overflow Singles,1007
2019/05/01 00:00:00+00,898,16085,Mens Shelter,1008
2019/05/01 00:00:00+00,196,4229,Womens Shelter,1009
2019/05/01 00:00:00+00,423,3560,Mixed-Gender,1010
2019/05/01 00:00:00+00,76,1985,Youth Shelter,1011
2019/05/01 00:00:00+00,1083,19115,Single Adult Males,1012
2019/05/01 00:00:00+00,330,6117,Single Adult Females,1013
2019/05/01 00:00:00+00,54,1265,Single Youth 18 Under,1014
2019/05/01 00:00:00+00,476,42896,Family Units,1015
2019/05/01 00:00:00+00,506,43534,Family Households,1016
2019/11/01 00:00:00+00,3369,76002,All Clients,1017
2019/11/01 00:00:00+00,1520,25916,All Singles,1018
2019/11/01 00:00:00+00,1881,50586,Family Household Members,1019
2019/11/01 00:00:00+00,1853,50086,Family Member,1020
2019/11/01 00:00:00+00,28,500,Offsite/Overflow Singles,1021
2019/11/01 00:00:00+00,970,16149,Mens Shelter,1022
2019/11/01 00:00:00+00,232,4516,Womens Shelter,1023
2019/11/01 00:00:00+00,392,3039,Mixed-Gender,1024
2019/11/01 00:00:00+00,80,1712,Youth Shelter,1025
2019/11/01 00:00:00+00,1108,18413,Single Adult Males,1026
2019/11/01 00:00:00+00,338,5997,Single Adult Females,1027
2019/11/01 00:00:00+00,74,1506,Single Youth 18 Under,1028
2019/11/01 00:00:00+00,537,50086,Family Units,1029
2019/11/01 00:00:00+00,564,50586,Family Households,1030
2019/10/01 00:00:00+00,3277,77550,All Clients,1031
2019/10/01 00:00:00+00,1453,26524,All Singles,1032
2019/10/01 00:00:00+00,1857,51575,Family Household Members,1033
2019/10/01 00:00:00+00,1830,51026,Family Member,1034
2019/10/01 00:00:00+00,27,549,Offsite/Overflow Singles,1035
2019/10/01 00:00:00+00,913,16385,Mens Shelter,1036
2019/10/01 00:00:00+00,212,4504,Womens Shelter,1037
2019/10/01 00:00:00+00,372,3182,Mixed-Gender,1038
2019/10/01 00:00:00+00,74,1904,Youth Shelter,1039
2019/10/01 00:00:00+00,1053,18823,Single Adult Males,1040
2019/10/01 00:00:00+00,330,6177,Single Adult Females,1041
2019/10/01 00:00:00+00,70,1524,Single Youth 18 Under,1042
2019/10/01 00:00:00+00,533,51026,Family Units,1043
2019/10/01 00:00:00+00,559,51575,Family Households,1044
2019/09/01 00:00:00+00,3275,71838,All Clients,1045
2019/09/01 00:00:00+00,1457,24860,All Singles,1046
2019/09/01 00:00:00+00,1848,47533,Family Household Members,1047
2019/09/01 00:00:00+00,1822,46978,Family Member,1048
2019/09/01 00:00:00+00,26,555,Offsite/Overflow Singles,1049
2019/09/01 00:00:00+00,898,15309,Mens Shelter,1050
2020/02/01 00:00:00+00,3304,74765,All Clients,1051
2020/02/01 00:00:00+00,1452,25443,All Singles,1052
2020/02/01 00:00:00+00,1887,50042,Family Household Members,1053
2020/02/01 00:00:00+00,1858,49322,Family Member,1054
2020/02/01 00:00:00+00,29,720,Offsite/Overflow Singles,1055
2020/02/01 00:00:00+00,912,15503,Mens Shelter,1056
2020/02/01 00:00:00+00,188,4248,Womens Shelter,1057
2020/02/01 00:00:00+00,426,3077,Mixed-Gender,1058
2020/02/01 00:00:00+00,80,1895,Youth Shelter,1059
2020/02/01 00:00:00+00,1069,18223,Single Adult Males,1060
2020/02/01 00:00:00+00,332,5999,Single Adult Females,1061
2020/02/01 00:00:00+00,51,1221,Single Youth 18 Under,1062
2020/02/01 00:00:00+00,550,49322,Family Units,1063
2020/02/01 00:00:00+00,578,50042,Family Households,1064
2020/01/01 00:00:00+00,3392,80032,All Clients,1065
2020/01/01 00:00:00+00,1485,27122,All Singles,1066
2020/01/01 00:00:00+00,1948,53694,Family Household Members,1067
2020/01/01 00:00:00+00,1911,52919,Family Member,1068
2020/01/01 00:00:00+00,38,784,Offsite/Overflow Singles,1069
2020/01/01 00:00:00+00,931,16591,Mens Shelter,1070
2020/01/01 00:00:00+00,188,4542,Womens Shelter,1071
2020/01/01 00:00:00+00,432,3157,Mixed-Gender,1072
2020/01/01 00:00:00+00,77,2048,Youth Shelter,1073
2020/01/01 00:00:00+00,1101,19512,Single Adult Males,1074
2020/01/01 00:00:00+00,330,6376,Single Adult Females,1075
2020/01/01 00:00:00+00,54,1234,Single Youth 18 Under,1076
2020/01/01 00:00:00+00,563,52919,Family Units,1077
2020/01/01 00:00:00+00,600,53694,Family Households,1078
2020/07/01 00:00:00+00,2965,73070,All Clients,1079
2020/07/01 00:00:00+00,1198,22716,All Singles,1080
2020/07/01 00:00:00+00,1823,51598,Family Household Members,1081
2020/07/01 00:00:00+00,1768,50354,Family Member,1082
2020/07/01 00:00:00+00,55,1244,Offsite/Overflow Singles,1083
2020/07/01 00:00:00+00,744,13690,Mens Shelter,1084
2020/07/01 00:00:00+00,129,3383,Womens Shelter,1085
2020/07/01 00:00:00+00,292,2586,Mixed-Gender,1086
2020/07/01 00:00:00+00,68,1813,Youth Shelter,1087
2020/07/01 00:00:00+00,885,16081,Single Adult Males,1088
2020/07/01 00:00:00+00,263,5315,Single Adult Females,1089
2020/07/01 00:00:00+00,50,1320,Single Youth 18 Under,1090
2020/07/01 00:00:00+00,519,50354,Family Units,1091
2020/07/01 00:00:00+00,573,51598,Family Households,1092
2020/06/01 00:00:00+00,2963,71295,All Clients,1093
2020/06/01 00:00:00+00,1193,22152,All Singles,1094
2020/06/01 00:00:00+00,1816,50257,Family Household Members,1095
2020/06/01 00:00:00+00,1770,49143,Family Member,1096
2020/06/01 00:00:00+00,46,1114,Offsite/Overflow Singles,1097
2020/06/01 00:00:00+00,726,13325,Mens Shelter,1098
2020/06/01 00:00:00+00,137,3424,Womens Shelter,1099
2020/06/01 00:00:00+00,314,2497,Mixed-Gender,1100
2020/10/01 00:00:00+00,1663,47188,Family Household Members,1101
2020/10/01 00:00:00+00,1614,45989,Family Member,1102
2020/10/01 00:00:00+00,49,1199,Offsite/Overflow Singles,1103
2020/10/01 00:00:00+00,714,13218,Mens Shelter,1104
2020/10/01 00:00:00+00,133,2713,Womens Shelter,1105
2020/10/01 00:00:00+00,465,4330,Mixed-Gender,1106
2020/10/01 00:00:00+00,68,1847,Youth Shelter,1107
2020/10/01 00:00:00+00,923,16758,Single Adult Males,1108
2020/10/01 00:00:00+00,283,5034,Single Adult Females,1109
2020/10/01 00:00:00+00,60,1515,Single Youth 18 Under,1110
2020/10/01 00:00:00+00,466,45989,Family Units,1111
2020/10/01 00:00:00+00,514,47188,Family Households,1112
2020/09/01 00:00:00+00,2945,69114,All Clients,1113
2020/09/01 00:00:00+00,1229,22208,All Singles,1114
2020/09/01 00:00:00+00,1765,48095,Family Household Members,1115
2020/09/01 00:00:00+00,1718,46906,Family Member,1116
2020/09/01 00:00:00+00,47,1189,Offsite/Overflow Singles,1117
2020/09/01 00:00:00+00,740,12902,Mens Shelter,1118
2020/09/01 00:00:00+00,120,2828,Womens Shelter,1119
2020/09/01 00:00:00+00,433,3566,Mixed-Gender,1120
2020/09/01 00:00:00+00,67,1723,Youth Shelter,1121
2020/09/01 00:00:00+00,903,16136,Single Adult Males,1122
2020/09/01 00:00:00+00,273,4740,Single Adult Females,1123
2020/09/01 00:00:00+00,53,1332,Single Youth 18 Under,1124
2020/09/01 00:00:00+00,498,46906,Family Units,1125
2020/09/01 00:00:00+00,544,48095,Family Households,1126
2021/04/01 00:00:00+00,2525,58698,All Clients,1127
2021/04/01 00:00:00+00,1227,23142,All Singles,1128
2021/04/01 00:00:00+00,1380,37393,Family Household Members,1129
2021/04/01 00:00:00+00,445,37393,Family Households,1130
2021/04/01 00:00:00+00,1299,35556,Family Member,1131
2021/04/01 00:00:00+00,365,35556,Family Units,1132
2021/04/01 00:00:00+00,597,10404,Mens Shelter,1133
2021/04/01 00:00:00+00,366,4727,Mixed-Gender,1134
2021/04/01 00:00:00+00,81,1837,Offsite/Overflow Singles,1135
2021/04/01 00:00:00+00,343,6361,Single Adult Females,1136
2021/04/01 00:00:00+00,832,15531,Single Adult Males,1137
2021/04/01 00:00:00+00,52,1250,Single Youth 18 Under,1138
2021/04/01 00:00:00+00,259,4609,Womens Shelter,1139
2021/04/01 00:00:00+00,64,1565,Youth Shelter,1140
2021/08/01 00:00:00+00,2540,57100,All Clients,1141
2021/08/01 00:00:00+00,1310,22866,All Singles,1142
2021/08/01 00:00:00+00,1298,36040,Family Household Members,1143
2021/08/01 00:00:00+00,415,36040,Family Households,1144
2021/08/01 00:00:00+00,1230,34234,Family Member,1145
2021/08/01 00:00:00+00,348,34234,Family Units,1146
2021/08/01 00:00:00+00,687,11887,Mens Shelter,1147
2021/08/01 00:00:00+00,334,3517,Mixed-Gender,1148
2021/08/01 00:00:00+00,68,1806,Offsite/Overflow Singles,1149
2021/08/01 00:00:00+00,342,5438,Single Adult Females,1150
2019/04/01 00:00:00+00,311,5899,Single Adult Females,1151
2019/04/01 00:00:00+00,54,1165,Single Youth 18 Under,1152
2019/04/01 00:00:00+00,461,41679,Family Units,1153
2019/04/01 00:00:00+00,489,42341,Family Households,1154
2019/08/01 00:00:00+00,3119,72270,All Clients,1155
2019/08/01 00:00:00+00,1443,25111,All Singles,1156
2019/08/01 00:00:00+00,1705,47683,Family Household Members,1157
2019/08/01 00:00:00+00,1679,47159,Family Member,1158
2019/08/01 00:00:00+00,26,524,Offsite/Overflow Singles,1159
2019/08/01 00:00:00+00,878,15356,Mens Shelter,1160
2019/08/01 00:00:00+00,226,4520,Womens Shelter,1161
2019/08/01 00:00:00+00,371,2857,Mixed-Gender,1162
2019/08/01 00:00:00+00,78,1854,Youth Shelter,1163
2019/08/01 00:00:00+00,1022,17571,Single Adult Males,1164
2019/08/01 00:00:00+00,356,6125,Single Adult Females,1165
2019/08/01 00:00:00+00,65,1415,Single Youth 18 Under,1166
2019/08/01 00:00:00+00,496,47159,Family Units,1167
2019/08/01 00:00:00+00,521,47683,Family Households,1168
2019/12/01 00:00:00+00,3337,79110,All Clients,1169
2019/12/01 00:00:00+00,1478,26922,All Singles,1170
2019/12/01 00:00:00+00,1896,52853,Family Household Members,1171
2019/12/01 00:00:00+00,1863,52193,Family Member,1172
2019/12/01 00:00:00+00,34,665,Offsite/Overflow Singles,1173
2019/12/01 00:00:00+00,956,16720,Mens Shelter,1174
2019/12/01 00:00:00+00,223,4747,Womens Shelter,1175
2019/12/01 00:00:00+00,338,2907,Mixed-Gender,1176
2019/12/01 00:00:00+00,80,1883,Youth Shelter,1177
2019/12/01 00:00:00+00,1093,19032,Single Adult Males,1178
2019/12/01 00:00:00+00,310,6230,Single Adult Females,1179
2019/12/01 00:00:00+00,75,1660,Single Youth 18 Under,1180
2019/12/01 00:00:00+00,542,52193,Family Units,1181
2019/12/01 00:00:00+00,575,52853,Family Households,1182
2019/02/01 00:00:00+00,2943,62541,All Clients,1183
2019/02/01 00:00:00+00,1365,23527,All Singles,1184
2019/02/01 00:00:00+00,1617,39693,Family Household Members,1185
2019/02/01 00:00:00+00,1583,39014,Family Member,1186
2019/02/01 00:00:00+00,34,679,Offsite/Overflow Singles,1187
2019/02/01 00:00:00+00,857,14205,Mens Shelter,1188
2019/02/01 00:00:00+00,206,3826,Womens Shelter,1189
2019/02/01 00:00:00+00,358,3034,Mixed-Gender,1190
2019/02/01 00:00:00+00,71,1783,Youth Shelter,1191
2019/02/01 00:00:00+00,998,16893,Single Adult Males,1192
2019/02/01 00:00:00+00,319,5621,Single Adult Females,1193
2019/02/01 00:00:00+00,48,1013,Single Youth 18 Under,1194
2019/02/01 00:00:00+00,459,39014,Family Units,1195
2019/02/01 00:00:00+00,492,39693,Family Households,1196
2019/01/01 00:00:00+00,3029,71908,All Clients,1197
2019/01/01 00:00:00+00,1426,26484,All Singles,1198
2019/01/01 00:00:00+00,1636,46134,Family Household Members,1199
2019/01/01 00:00:00+00,1607,45424,Family Member,1200
2021/07/01 00:00:00+00,1211,33837,Family Member,1201
2021/07/01 00:00:00+00,348,33837,Family Units,1202
2021/07/01 00:00:00+00,634,11433,Mens Shelter,1203
2021/07/01 00:00:00+00,326,3592,Mixed-Gender,1204
2021/07/01 00:00:00+00,78,1734,Offsite/Overflow Singles,1205
2021/07/01 00:00:00+00,304,4887,Single Adult Females,1206
2021/07/01 00:00:00+00,866,15432,Single Adult Males,1207
2021/07/01 00:00:00+00,60,1362,Single Youth 18 Under,1208
2021/07/01 00:00:00+00,224,3321,Womens Shelter,1209
2021/07/01 00:00:00+00,65,1601,Youth Shelter,1210
2021/06/01 00:00:00+00,2434,53859,All Clients,1211
2021/06/01 00:00:00+00,1216,21705,All Singles,1212
2021/06/01 00:00:00+00,1299,33941,Family Household Members,1213
2021/06/01 00:00:00+00,427,33941,Family Households,1214
2021/06/01 00:00:00+00,1220,32154,Family Member,1215
2021/06/01 00:00:00+00,349,32154,Family Units,1216
2021/06/01 00:00:00+00,594,10776,Mens Shelter,1217
2021/06/01 00:00:00+00,345,4051,Mixed-Gender,1218
2021/06/01 00:00:00+00,79,1787,Offsite/Overflow Singles,1219
2021/06/01 00:00:00+00,329,5395,Single Adult Females,1220
2021/06/01 00:00:00+00,834,15044,Single Adult Males,1221
2021/06/01 00:00:00+00,53,1266,Single Youth 18 Under,1222
2021/06/01 00:00:00+00,245,3618,Womens Shelter,1223
2021/06/01 00:00:00+00,67,1473,Youth Shelter,1224
2021/03/01 00:00:00+00,2572,62873,All Clients,1225
2021/03/01 00:00:00+00,1251,25473,All Singles,1226
2021/03/01 00:00:00+00,1406,39425,Family Household Members,1227
2021/03/01 00:00:00+00,451,39425,Family Households,1228
2021/03/01 00:00:00+00,1321,37400,Family Member,1229
2021/03/01 00:00:00+00,367,37400,Family Units,1230
2021/03/01 00:00:00+00,590,11186,Mens Shelter,1231
2021/03/01 00:00:00+00,394,5518,Mixed-Gender,1232
2021/03/01 00:00:00+00,85,2025,Offsite/Overflow Singles,1233
2021/03/01 00:00:00+00,345,7099,Single Adult Females,1234
2021/03/01 00:00:00+00,860,17117,Single Adult Males,1235
2021/03/01 00:00:00+00,46,1257,Single Youth 18 Under,1236
2021/03/01 00:00:00+00,258,5078,Womens Shelter,1237
2021/03/01 00:00:00+00,61,1666,Youth Shelter,1238
2021/05/01 00:00:00+00,2482,57046,All Clients,1239
2021/05/01 00:00:00+00,1212,22764,All Singles,1240
2021/05/01 00:00:00+00,1347,36035,Family Household Members,1241
2021/05/01 00:00:00+00,434,36035,Family Households,1242
2021/05/01 00:00:00+00,1270,34282,Family Member,1243
2021/05/01 00:00:00+00,358,34282,Family Units,1244
2021/05/01 00:00:00+00,581,10392,Mens Shelter,1245
2021/05/01 00:00:00+00,378,4643,Mixed-Gender,1246
2021/05/01 00:00:00+00,77,1753,Offsite/Overflow Singles,1247
2021/05/01 00:00:00+00,329,6304,Single Adult Females,1248
2021/05/01 00:00:00+00,831,15261,Single Adult Males,1249
2021/05/01 00:00:00+00,52,1199,Single Youth 18 Under,1250
2022/01/01 00:00:00+00,2647,63682,All Clients,1251
2022/01/01 00:00:00+00,1375,28802,All Singles,1252
2022/01/01 00:00:00+00,1359,36650,Family Household Members,1253
2022/01/01 00:00:00+00,437,36650,Family Households,1254
2022/01/01 00:00:00+00,1287,34907,Family Member,1255
2022/01/01 00:00:00+00,355,34907,Family Units,1256
2022/01/01 00:00:00+00,564,12800,Mens Shelter,1257
2022/01/01 00:00:00+00,605,8738,Mixed-Gender,1258
2022/01/01 00:00:00+00,84,1785,Offsite/Overflow Singles,1259
2022/01/01 00:00:00+00,349,6642,Single Adult Females,1260
2022/01/01 00:00:00+00,957,20400,Single Adult Males,1261
2022/01/01 00:00:00+00,69,1760,Single Youth 18 Under,1262
2022/01/01 00:00:00+00,212,3742,Womens Shelter,1263
2022/01/01 00:00:00+00,64,1752,Youth Shelter,1264
2022/07/01 00:00:00+00,2655,60798,All Clients,1265
2022/07/01 00:00:00+00,1362,25209,All Singles,1266
2022/07/01 00:00:00+00,1329,36421,Family Household Members,1267
2022/07/01 00:00:00+00,402,36421,Family Households,1268
2022/07/01 00:00:00+00,1289,35375,Family Member,1269
2022/07/01 00:00:00+00,363,35375,Family Units,1270
2022/07/01 00:00:00+00,774,13809,Mens Shelter,1271
2022/07/01 00:00:00+00,373,5235,Mixed-Gender,1272
2022/07/01 00:00:00+00,40,1046,Offsite/Overflow Singles,1273
2022/07/01 00:00:00+00,340,6095,Single Adult Females,1274
2022/07/01 00:00:00+00,972,17950,Single Adult Males,1275
2022/07/01 00:00:00+00,50,1164,Single Youth 18 Under,1276
2022/07/01 00:00:00+00,208,3383,Womens Shelter,1277
2022/07/01 00:00:00+00,72,1736,Youth Shelter,1278
2022/06/01 00:00:00+00,2650,57793,All Clients,1279
2022/06/01 00:00:00+00,1366,24674,All Singles,1280
2022/06/01 00:00:00+00,1335,34182,Family Household Members,1281
2022/06/01 00:00:00+00,413,34182,Family Households,1282
2022/06/01 00:00:00+00,1277,32879,Family Member,1283
2022/06/01 00:00:00+00,356,32879,Family Units,1284
2022/06/01 00:00:00+00,770,13256,Mens Shelter,1285
2022/06/01 00:00:00+00,408,5183,Mixed-Gender,1286
2022/06/01 00:00:00+00,58,1303,Offsite/Overflow Singles,1287
2022/06/01 00:00:00+00,344,6041,Single Adult Females,1288
2022/06/01 00:00:00+00,967,17363,Single Adult Males,1289
2022/06/01 00:00:00+00,56,1270,Single Youth 18 Under,1290
2022/06/01 00:00:00+00,186,3278,Womens Shelter,1291
2022/06/01 00:00:00+00,71,1654,Youth Shelter,1292
2022/03/01 00:00:00+00,2784,65097,All Clients,1293
2022/03/01 00:00:00+00,1473,29574,All Singles,1294
2022/03/01 00:00:00+00,1397,37533,Family Household Members,1295
2022/03/01 00:00:00+00,442,37533,Family Households,1296
2022/03/01 00:00:00+00,1316,35474,Family Member,1297
2022/03/01 00:00:00+00,356,35474,Family Units,1298
2022/03/01 00:00:00+00,655,12088,Mens Shelter,1299
2022/03/01 00:00:00+00,689,10185,Mixed-Gender,1300
2021/05/01 00:00:00+00,231,4417,Womens Shelter,1301
2021/05/01 00:00:00+00,67,1559,Youth Shelter,1302
2021/11/01 00:00:00+00,2633,58334,All Clients,1303
2021/11/01 00:00:00+00,1358,25874,All Singles,1304
2021/11/01 00:00:00+00,1364,34370,Family Household Members,1305
2021/11/01 00:00:00+00,447,34370,Family Households,1306
2021/11/01 00:00:00+00,1277,32460,Family Member,1307
2021/11/01 00:00:00+00,360,32460,Family Units,1308
2021/11/01 00:00:00+00,664,12552,Mens Shelter,1309
2021/11/01 00:00:00+00,465,5201,Mixed-Gender,1310
2021/11/01 00:00:00+00,88,1910,Offsite/Overflow Singles,1311
2021/11/01 00:00:00+00,351,6367,Single Adult Females,1312
2021/11/01 00:00:00+00,938,17959,Single Adult Males,1313
2021/11/01 00:00:00+00,69,1548,Single Youth 18 Under,1314
2021/11/01 00:00:00+00,275,4465,Womens Shelter,1315
2021/11/01 00:00:00+00,69,1746,Youth Shelter,1316
2021/10/01 00:00:00+00,2608,58761,All Clients,1317
2021/10/01 00:00:00+00,1376,25540,All Singles,1318
2021/10/01 00:00:00+00,1309,34979,Family Household Members,1319
2021/10/01 00:00:00+00,428,34979,Family Households,1320
2021/10/01 00:00:00+00,1236,33220,Family Member,1321
2021/10/01 00:00:00+00,352,33220,Family Units,1322
2021/10/01 00:00:00+00,697,12700,Mens Shelter,1323
2021/10/01 00:00:00+00,388,4292,Mixed-Gender,1324
2021/10/01 00:00:00+00,77,1759,Offsite/Overflow Singles,1325
2021/10/01 00:00:00+00,366,6457,Single Adult Females,1326
2021/10/01 00:00:00+00,947,17394,Single Adult Males,1327
2021/10/01 00:00:00+00,63,1689,Single Youth 18 Under,1328
2021/10/01 00:00:00+00,295,4925,Womens Shelter,1329
2021/10/01 00:00:00+00,68,1865,Youth Shelter,1330
2021/09/01 00:00:00+00,2568,56642,All Clients,1331
2021/09/01 00:00:00+00,1330,23564,All Singles,1332
2021/09/01 00:00:00+00,1315,34686,Family Household Members,1333
2021/09/01 00:00:00+00,423,34686,Family Households,1334
2021/09/01 00:00:00+00,1244,33078,Family Member,1335
2021/09/01 00:00:00+00,350,33078,Family Units,1336
2021/09/01 00:00:00+00,672,11859,Mens Shelter,1337
2021/09/01 00:00:00+00,347,3823,Mixed-Gender,1338
2021/09/01 00:00:00+00,74,1608,Offsite/Overflow Singles,1339
2021/09/01 00:00:00+00,358,5915,Single Adult Females,1340
2021/09/01 00:00:00+00,910,16155,Single Adult Males,1341
2021/09/01 00:00:00+00,62,1494,Single Youth 18 Under,1342
2021/09/01 00:00:00+00,292,4501,Womens Shelter,1343
2021/09/01 00:00:00+00,72,1773,Youth Shelter,1344
2022/04/01 00:00:00+00,2644,61071,All Clients,1345
2022/04/01 00:00:00+00,1412,27541,All Singles,1346
2022/04/01 00:00:00+00,1302,35011,Family Household Members,1347
2022/04/01 00:00:00+00,413,35011,Family Households,1348
2022/04/01 00:00:00+00,1232,33242,Family Member,1349
2022/04/01 00:00:00+00,343,33242,Family Units,1350
2021/08/01 00:00:00+00,906,15864,Single Adult Males,1351
2021/08/01 00:00:00+00,62,1564,Single Youth 18 Under,1352
2021/08/01 00:00:00+00,276,3947,Womens Shelter,1353
2021/08/01 00:00:00+00,70,1709,Youth Shelter,1354
2021/12/01 00:00:00+00,2660,60421,All Clients,1355
2021/12/01 00:00:00+00,1380,26181,All Singles,1356
2021/12/01 00:00:00+00,1361,35815,Family Household Members,1357
2021/12/01 00:00:00+00,429,35815,Family Households,1358
2021/12/01 00:00:00+00,1286,34298,Family Member,1359
2021/12/01 00:00:00+00,352,34298,Family Units,1360
2021/12/01 00:00:00+00,701,12950,Mens Shelter,1361
2021/12/01 00:00:00+00,519,6279,Mixed-Gender,1362
2021/12/01 00:00:00+00,77,1575,Offsite/Overflow Singles,1363
2021/12/01 00:00:00+00,345,6162,Single Adult Females,1364
2021/12/01 00:00:00+00,967,18349,Single Adult Males,1365
2021/12/01 00:00:00+00,68,1670,Single Youth 18 Under,1366
2021/12/01 00:00:00+00,226,3589,Womens Shelter,1367
2021/12/01 00:00:00+00,71,1788,Youth Shelter,1368
2021/02/01 00:00:00+00,2495,56322,All Clients,1369
2021/02/01 00:00:00+00,1153,22344,All Singles,1370
2021/02/01 00:00:00+00,1417,35421,Family Household Members,1371
2021/02/01 00:00:00+00,450,35421,Family Households,1372
2021/02/01 00:00:00+00,1346,33978,Family Member,1373
2021/02/01 00:00:00+00,379,33978,Family Units,1374
2021/02/01 00:00:00+00,504,9809,Mens Shelter,1375
2021/02/01 00:00:00+00,372,5130,Mixed-Gender,1376
2021/02/01 00:00:00+00,72,1443,Offsite/Overflow Singles,1377
2021/02/01 00:00:00+00,302,5982,Single Adult Females,1378
2021/02/01 00:00:00+00,804,15228,Single Adult Males,1379
2021/02/01 00:00:00+00,48,1134,Single Youth 18 Under,1380
2021/02/01 00:00:00+00,223,4472,Womens Shelter,1381
2021/02/01 00:00:00+00,66,1490,Youth Shelter,1382
2021/01/01 00:00:00+00,2618,63470,All Clients,1383
2021/01/01 00:00:00+00,1249,24407,All Singles,1384
2021/01/01 00:00:00+00,1438,40763,Family Household Members,1385
2021/01/01 00:00:00+00,458,40763,Family Households,1386
2021/01/01 00:00:00+00,1369,39063,Family Member,1387
2021/01/01 00:00:00+00,390,39063,Family Units,1388
2021/01/01 00:00:00+00,640,12481,Mens Shelter,1389
2021/01/01 00:00:00+00,409,4384,Mixed-Gender,1390
2021/01/01 00:00:00+00,69,1700,Offsite/Overflow Singles,1391
2021/01/01 00:00:00+00,334,6067,Single Adult Females,1392
2021/01/01 00:00:00+00,860,16917,Single Adult Males,1393
2021/01/01 00:00:00+00,56,1423,Single Youth 18 Under,1394
