Topic,Sector,Period,Question,Response,Denominator,Numerator,Percent
Experiences of homelessness,Family,October 2024,3. What happened that caused you to lose your housing most recently?,Landlord/tenant conflict,248,12,4.8
Experiences of homelessness,Family,October 2021,3. What happened that caused you to lose your housing most recently?,Mental health issue,137,6,4
Experiences of homelessness,Family,October 2024,3. What happened that caused you to lose your housing most recently?,Mental health issue,248,12,4.8
Experiences of homelessness,Family,October 2021,3. What happened that caused you to lose your housing most recently?,Not enough income for housing,137,48,35
Experiences of homelessness,Family,October 2024,3. What happened that caused you to lose your housing most recently?,Not enough income for housing,248,63,25.4
Experiences of homelessness,Family,October 2021,3. What happened that caused you to lose your housing most recently?,Other,137,26,19
Experiences of homelessness,Family,October 2024,3. What happened that caused you to lose your housing most recently?,Other,248,48,19.4
Experiences of homelessness,Family,October 2021,3. What happened that caused you to lose your housing most recently?,Physical health issue,137,6,4
Experiences of homelessness,Family,October 2024,3. What happened that caused you to lose your housing most recently?,Physical health issue,248,8,3.2
Experiences of homelessness,Family,October 2021,3. What happened that caused you to lose your housing most recently?,Relocation,137,25,18
Experiences of homelessness,Family,October 2024,3. What happened that caused you to lose your housing most recently?,Relocation,248,85,34.3
Experiences of homelessness,Family,October 2021,3. What happened that caused you to lose your housing most recently?,Substance use issue,137,6,4
Experiences of homelessness,Family,October 2024,3. What happened that caused you to lose your housing most recently?,Substance use issue,248,4,1.6
Experiences of homelessness,Family,October 2021,3. What happened that caused you to lose your housing most recently?,Unfit/unsafe housing conditions,137,21,15
Experiences of homelessness,Family,October 2024,3. What happened that caused you to lose your housing most recently?,Unfit/unsafe housing conditions,248,23,9.3
Experiences of homelessness,Family,October 2021,4. Was your most recent housing loss related to the COVID-19 pandemic?,No,137,117,85.4
Experiences of homelessness,Family,October 2021,4. Was your most recent housing loss related to the COVID-19 pandemic?,Yes,137,19,13.9
Experiences of homelessness,Family,April 2018,4. What happened that caused you to lose your housing most recently?,Conflict with parent/guardian,213,6,2.8
Experiences of homelessness,Family,April 2018,4. What happened that caused you to lose your housing most recently?,Conflict with spouse/partner,213,12,5.6
Experiences of homelessness,Family,April 2018,4. What happened that caused you to lose your housing most recently?,Experienced abuse by spouse/partner,213,19,8.9
Experiences of homelessness,Family,April 2018,4. What happened that caused you to lose your housing most recently?,Health issue,213,9,4.2
Experiences of homelessness,Family,April 2018,4. What happened that caused you to lose your housing most recently?,Hospitalization or treatment program,213,0,0
Experiences of homelessness,Family,April 2018,4. What happened that caused you to lose your housing most recently?,Incarceration (prison or jail),213,0,0
Experiences of homelessness,Family,April 2018,4. What happened that caused you to lose your housing most recently?,Job loss,213,11,5.2
Experiences of homelessness,Family,April 2018,4. What happened that caused you to lose your housing most recently?,Left country/fleeing war,213,64,30
Experiences of homelessness,Family,April 2018,4. What happened that caused you to lose your housing most recently?,Other,213,74,34.7
Experiences of homelessness,Family,April 2018,4. What happened that caused you to lose your housing most recently?,Unable to pay rent or mortgage,213,25,11.7
Experiences of homelessness,Family,April 2018,4. What happened that caused you to lose your housing most recently?,Unsafe housing,213,20,9.4
Experiences of homelessness,Family,October 2021,5. How long ago did that happen (that you lost your housing most recently)?,Less than 180 days ago,137,46,33.6
Experiences of homelessness,Family,October 2024,5. How long ago did that happen (that you lost your housing most recently)?,Less than 180 days ago,248,71,28.6
Experiences of homelessness,Family,October 2021,5. How long ago did that happen (that you lost your housing most recently)?,More than 180 days ago,137,68,49.6
Experiences of homelessness,Family,October 2024,5. How long ago did that happen (that you lost your housing most recently)?,More than 180 days ago,248,75,30.2
Experiences of homelessness,Family,April 2018,5. What are your sources of income?,Child and family tax benefits,213,32,15
Experiences of homelessness,Family,April 2018,5. What are your sources of income?,Disability benefit,213,16,7.5
Experiences of homelessness,Family,April 2018,5. What are your sources of income?,Employment,213,25,11.7
Experiences of homelessness,Family,April 2018,5. What are your sources of income?,GST/HST refund,213,6,2.8
Experiences of homelessness,Family,April 2018,5. What are your sources of income?,Money from family/friends,213,0,0
Experiences of homelessness,Family,April 2018,5. What are your sources of income?,Ontario Works,213,155,72.8
Experiences of homelessness,Family,April 2018,5. What are your sources of income?,Other,213,9,4.2
Experiences of homelessness,Family,April 2018,5. What are your sources of income?,Student loans,213,6,2.8
Experiences of homelessness,Family,October 2021,6. What are your sources of income?,Child and family tax benefits,137,60,44
Experiences of homelessness,Family,October 2024,6. What are your sources of income?,Child and family tax benefits,248,87,35.1
Experiences of homelessness,Family,October 2021,6. What are your sources of income?,Disability benefit,137,14,10
Experiences of homelessness,Family,October 2024,6. What are your sources of income?,Disability benefit,248,9,3.6
Experiences of homelessness,Family,October 2021,6. What are your sources of income?,Employment insurance,137,7,5
Experiences of homelessness,Family,October 2024,6. What are your sources of income?,Employment insurance,248,5,2.0
Experiences of homelessness,Family,October 2021,6. What are your sources of income?,Full-time employment,137,7,5
Experiences of homelessness,Family,October 2024,6. What are your sources of income?,Full-time employment,248,8,3.2
Experiences of homelessness,Family,October 2021,6. What are your sources of income?,GST/HST refund,137,22,16
Experiences of homelessness,Family,October 2024,6. What are your sources of income?,GST/HST refund,248,15,6.0
Experiences of homelessness,Family,October 2021,6. What are your sources of income?,Money from family/friends,137,6,4
Experiences of homelessness,Family,October 2024,6. What are your sources of income?,Money from family/friends,248,10,4.0
Experiences of homelessness,Family,October 2021,6. What are your sources of income?,Ontario Works,137,85,62
Experiences of homelessness,Family,October 2024,6. What are your sources of income?,Ontario Works,248,183,73.8
Experiences of homelessness,Family,October 2021,6. What are your sources of income?,Other,137,11,8
Experiences of homelessness,Family,October 2024,6. What are your sources of income?,Other,248,17,6.9
Experiences of homelessness,Family,October 2021,6. What are your sources of income?,Part-time employment,137,13,10
Experiences of homelessness,Family,October 2024,6. What are your sources of income?,Part-time employment,248,28,11.3
Experiences of homelessness,Single,October 2021,1. How old were you the first time you experienced homelessness?,13 to 17 years old,937,180,19.2
Experiences of homelessness,Single,April 2018,1. How old were you the first time you experienced homelessness?,13 to 17 years old,994,252,25.4
Experiences of homelessness,Single,October 2024,1. How old were you the first time you experienced homelessness?,13 to 17 years old,1649,199,12.1
Experiences of homelessness,Single,October 2021,1. How old were you the first time you experienced homelessness?,18 to 24 years old,937,161,17.2
Experiences of homelessness,Single,April 2018,1. How old were you the first time you experienced homelessness?,18 to 24 years old,994,95,9.6
Experiences of homelessness,Single,October 2024,1. How old were you the first time you experienced homelessness?,18 to 24 years old,1649,211,12.8
Experiences of homelessness,Single,October 2021,1. How old were you the first time you experienced homelessness?,25 to 49 years old,937,414,44.2
Experiences of homelessness,Single,April 2018,1. How old were you the first time you experienced homelessness?,25 to 49 years old,994,424,42.7
Experiences of homelessness,Single,October 2024,1. How old were you the first time you experienced homelessness?,25 to 49 years old,1649,761,46.1
Experiences of homelessness,Single,October 2021,1. How old were you the first time you experienced homelessness?,50 to 64 years old,937,96,10.2
Experiences of homelessness,Single,April 2018,1. How old were you the first time you experienced homelessness?,50 to 64 years old,994,119,12.0
Experiences of homelessness,Single,October 2024,1. How old were you the first time you experienced homelessness?,50 to 64 years old,1649,194,11.8
Experiences of homelessness,Single,October 2021,1. How old were you the first time you experienced homelessness?,Over 65 years old,937,16,1.7
Experiences of homelessness,Single,April 2018,1. How old were you the first time you experienced homelessness?,Over 65 years old,994,15,1.5
Experiences of homelessness,Single,October 2024,1. How old were you the first time you experienced homelessness?,Over 65 years old,1649,38,2.3
Experiences of homelessness,Single,October 2021,1. How old were you the first time you experienced homelessness?,Under 12 years old,937,15,1.6
Experiences of homelessness,Single,April 2018,1. How old were you the first time you experienced homelessness?,Under 12 years old,994,42,4.2
Experiences of homelessness,Single,October 2024,1. How old were you the first time you experienced homelessness?,Under 12 years old,1649,48,2.9
Experiences of homelessness,Single,October 2021,"2. In total, for how much time have you experienced homelessness over the past year?",Less than 180 days,937,324,34.6
Experiences of homelessness,Single,April 2018,"2. In total, for how much time have you experienced homelessness over the past year?",Less than 180 days,994,295,29.7
Experiences of homelessness,Single,October 2024,"2. In total, for how much time have you experienced homelessness over the past year?",Less than 180 days,1649,495,30.0
Experiences of homelessness,Single,October 2021,"2. In total, for how much time have you experienced homelessness over the past year?",More than 180 days,937,546,58.3
Experiences of homelessness,Single,April 2018,"2. In total, for how much time have you experienced homelessness over the past year?",More than 180 days,994,620,62.4
Experiences of homelessness,Single,October 2024,"2. In total, for how much time have you experienced homelessness over the past year?",More than 180 days,1649,925,56.1
Experiences of homelessness,Single,April 2018,"3. In total, how many different times have you experienced homelessness in the past year?",3 or more episodes of homelessness,994,169,17.0
Experiences of homelessness,Single,April 2018,"3. In total, how many different times have you experienced homelessness in the past year?",Less than 3 episodes of homelessness,994,750,75.5
Experiences of homelessness,Single,October 2021,3. What happened that caused you to lose your housing most recently?,Building sold/renovated,937,21,2
Experiences of homelessness,Single,October 2024,3. What happened that caused you to lose your housing most recently?,Building sold/renovated,1649,38,2.3
Experiences of homelessness,Single,October 2021,3. What happened that caused you to lose your housing most recently?,"Complaint (eg. pets, noise, damage)",937,26,3
Experiences of homelessness,Single,October 2024,3. What happened that caused you to lose your housing most recently?,"Complaint (eg. pets, noise, damage)",1649,57,3.5
Experiences of homelessness,Single,October 2021,3. What happened that caused you to lose your housing most recently?,Conflict with family member,937,12,1
Experiences of homelessness,Single,October 2024,3. What happened that caused you to lose your housing most recently?,Conflict with family member,1649,0,0.0
Experiences of homelessness,Single,October 2021,3. What happened that caused you to lose your housing most recently?,Conflict with other (unspecified),937,18,2
Experiences of homelessness,Single,October 2024,3. What happened that caused you to lose your housing most recently?,Conflict with other (unspecified),1649,175,10.6
Experiences of homelessness,Single,October 2021,3. What happened that caused you to lose your housing most recently?,Conflict with parent/guardian,937,40,4
Experiences of homelessness,Single,October 2024,3. What happened that caused you to lose your housing most recently?,Conflict with parent/guardian,1649,60,3.6
Experiences of homelessness,Single,October 2021,3. What happened that caused you to lose your housing most recently?,Conflict with roomate,937,40,4
Experiences of homelessness,Single,October 2024,3. What happened that caused you to lose your housing most recently?,Conflict with roomate,1649,0,0.0
Experiences of homelessness,Single,October 2021,3. What happened that caused you to lose your housing most recently?,Conflict with spouse/partner,937,120,13
Experiences of homelessness,Single,October 2024,3. What happened that caused you to lose your housing most recently?,Conflict with spouse/partner,1649,199,12.1
Experiences of homelessness,Single,October 2021,3. What happened that caused you to lose your housing most recently?,Death of family member,937,12,1
Experiences of homelessness,Single,October 2024,3. What happened that caused you to lose your housing most recently?,Death of family member,1649,75,4.5
Experiences of homelessness,Single,October 2021,3. What happened that caused you to lose your housing most recently?,Departure of family member,937,21,2
Experiences of homelessness,Single,October 2024,3. What happened that caused you to lose your housing most recently?,Departure of family member,1649,75,4.5
Experiences of homelessness,Single,October 2021,3. What happened that caused you to lose your housing most recently?,Experienced abuse by other (unspecified),937,17,2
Experiences of homelessness,Single,October 2024,3. What happened that caused you to lose your housing most recently?,Experienced abuse by other (unspecified),1649,80,4.9
Experiences of homelessness,Single,October 2021,3. What happened that caused you to lose your housing most recently?,Experienced abuse by parent/guardian,937,14,2
Experiences of homelessness,Single,October 2024,3. What happened that caused you to lose your housing most recently?,Experienced abuse by parent/guardian,1649,50,3.0
Experiences of homelessness,Single,October 2021,3. What happened that caused you to lose your housing most recently?,Experienced abuse by spouse/partner,937,54,6
Experiences of homelessness,Single,October 2024,3. What happened that caused you to lose your housing most recently?,Experienced abuse by spouse/partner,1649,126,7.6
Experiences of homelessness,Single,October 2021,3. What happened that caused you to lose your housing most recently?,Experienced discrimination,937,15,2
Experiences of homelessness,Single,October 2024,3. What happened that caused you to lose your housing most recently?,Experienced discrimination,1649,274,16.6
Experiences of homelessness,Single,October 2021,3. What happened that caused you to lose your housing most recently?,Home takeover,937,5,1
Experiences of homelessness,Single,October 2024,3. What happened that caused you to lose your housing most recently?,Home takeover,1649,0,0.0
Experiences of homelessness,Single,October 2021,3. What happened that caused you to lose your housing most recently?,Hospitalization or treatment program,937,35,4
Experiences of homelessness,Single,October 2024,3. What happened that caused you to lose your housing most recently?,Hospitalization or treatment program,1649,51,3.1
Experiences of homelessness,Single,October 2021,3. What happened that caused you to lose your housing most recently?,House fire,937,8,1
Experiences of homelessness,Single,October 2024,3. What happened that caused you to lose your housing most recently?,House fire,1649,0,0.0
Experiences of homelessness,Single,October 2021,3. What happened that caused you to lose your housing most recently?,Incarceration (prison or jail),937,81,9
Experiences of homelessness,Single,October 2024,3. What happened that caused you to lose your housing most recently?,Incarceration (prison or jail),1649,111,6.7
Experiences of homelessness,Single,October 2021,3. What happened that caused you to lose your housing most recently?,Landlord/tenant conflict,937,128,14
Experiences of homelessness,Single,October 2024,3. What happened that caused you to lose your housing most recently?,Landlord/tenant conflict,1649,141,8.6
Experiences of homelessness,Single,October 2021,3. What happened that caused you to lose your housing most recently?,Mental health issue,937,72,8
Experiences of homelessness,Single,October 2024,3. What happened that caused you to lose your housing most recently?,Mental health issue,1649,204,12.4
Experiences of homelessness,Single,October 2021,3. What happened that caused you to lose your housing most recently?,Not enough income for housing,937,241,26
Experiences of homelessness,Single,October 2024,3. What happened that caused you to lose your housing most recently?,Not enough income for housing,1649,534,32.4
Experiences of homelessness,Single,October 2021,3. What happened that caused you to lose your housing most recently?,Other,937,4,0
Experiences of homelessness,Single,October 2024,3. What happened that caused you to lose your housing most recently?,Other,1649,232,14.1
Experiences of homelessness,Single,October 2021,3. What happened that caused you to lose your housing most recently?,Physical health issue,937,35,4
Experiences of homelessness,Single,October 2024,3. What happened that caused you to lose your housing most recently?,Physical health issue,1649,109,6.6
Experiences of homelessness,Single,October 2021,3. What happened that caused you to lose your housing most recently?,Relocation,937,51,5
Experiences of homelessness,Single,October 2024,3. What happened that caused you to lose your housing most recently?,Relocation,1649,217,13.2
Experiences of homelessness,Single,October 2021,3. What happened that caused you to lose your housing most recently?,Substance use issue,937,183,20
Experiences of homelessness,Single,October 2024,3. What happened that caused you to lose your housing most recently?,Substance use issue,1649,246,14.9
Experiences of homelessness,Single,October 2021,3. What happened that caused you to lose your housing most recently?,Unfit/unsafe housing conditions,937,89,10
Experiences of homelessness,Single,October 2024,3. What happened that caused you to lose your housing most recently?,Unfit/unsafe housing conditions,1649,212,12.9
Experiences of homelessness,Single,October 2021,4. Was your most recent housing loss related to the COVID-19 pandemic?,No,937,761,81.2
Experiences of homelessness,Single,October 2021,4. Was your most recent housing loss related to the COVID-19 pandemic?,Yes,937,128,13.7
Experiences of homelessness,Single,April 2018,4. What happened that caused you to lose your housing most recently?,Conflict with parent/guardian,994,30,3
Experiences of homelessness,Single,April 2018,4. What happened that caused you to lose your housing most recently?,Conflict with spouse/partner,994,99,10
Experiences of homelessness,Single,April 2018,4. What happened that caused you to lose your housing most recently?,Evicted,994,33,3.3
Experiences of homelessness,Single,April 2018,4. What happened that caused you to lose your housing most recently?,Experienced abuse by parent/guardian,994,12,1.2
Experiences of homelessness,Single,April 2018,4. What happened that caused you to lose your housing most recently?,Experienced abuse by spouse/partner,994,40,4
Experiences of homelessness,Single,April 2018,4. What happened that caused you to lose your housing most recently?,Health issue,994,113,11.4
Experiences of homelessness,Single,April 2018,4. What happened that caused you to lose your housing most recently?,Hospitalization or treatment program,994,32,3.2
Experiences of homelessness,Single,April 2018,4. What happened that caused you to lose your housing most recently?,Incarceration (prison or jail),994,140,14.1
Experiences of homelessness,Single,April 2018,4. What happened that caused you to lose your housing most recently?,Job loss,994,84,8.5
Experiences of homelessness,Single,April 2018,4. What happened that caused you to lose your housing most recently?,Left country/fleeing war,994,32,3.2
Experiences of homelessness,Single,April 2018,4. What happened that caused you to lose your housing most recently?,Other,994,181,18.2
Experiences of homelessness,Single,April 2018,4. What happened that caused you to lose your housing most recently?,Relocation,994,20,2
Experiences of homelessness,Single,April 2018,4. What happened that caused you to lose your housing most recently?,Substance use,994,240,24.1
Experiences of homelessness,Single,April 2018,4. What happened that caused you to lose your housing most recently?,Unable to pay rent or mortgage,994,125,12.6
Experiences of homelessness,Single,April 2018,4. What happened that caused you to lose your housing most recently?,Unsafe housing,994,106,10.7
Experiences of homelessness,Single,October 2021,5. How long ago did that happen (that you lost your housing most recently)?,Less than 180 days ago,937,276,29.5
Experiences of homelessness,Single,October 2024,5. How long ago did that happen (that you lost your housing most recently)?,Less than 180 days ago,1649,327,19.8
Experiences of homelessness,Single,October 2021,5. How long ago did that happen (that you lost your housing most recently)?,More than 180 days ago,937,494,52.7
Experiences of homelessness,Single,October 2024,5. How long ago did that happen (that you lost your housing most recently)?,More than 180 days ago,1649,851,51.6
Experiences of homelessness,Single,April 2018,5. What are your sources of income?,Disability benefit,994,332,33.4
Experiences of homelessness,Single,April 2018,5. What are your sources of income?,Employment,994,82,8.2
Experiences of homelessness,Single,April 2018,5. What are your sources of income?,Employment insurance,994,10,1
Experiences of homelessness,Single,April 2018,5. What are your sources of income?,GST/HST refund,994,22,2.2
Experiences of homelessness,Single,April 2018,5. What are your sources of income?,Informal income (eg. bottle returns),994,29,2.9
Experiences of homelessness,Single,April 2018,5. What are your sources of income?,Money from family/friends,994,13,1.3
Experiences of homelessness,Single,April 2018,5. What are your sources of income?,Ontario Works,994,432,43.5
Experiences of homelessness,Single,April 2018,5. What are your sources of income?,Other,994,37,3.7
Experiences of homelessness,Single,April 2018,5. What are your sources of income?,Seniors' benefits,994,53,5.3
Experiences of homelessness,Single,October 2021,6. What are your sources of income?,Casual employment,937,23,3
Experiences of homelessness,Single,October 2024,6. What are your sources of income?,Casual employment,1649,60,3.6
Experiences of homelessness,Single,October 2021,6. What are your sources of income?,Child and family tax benefits,937,5,1
Experiences of homelessness,Single,October 2024,6. What are your sources of income?,Child and family tax benefits,1649,4,0.2
Experiences of homelessness,Single,October 2021,6. What are your sources of income?,Disability benefit,937,370,40
Experiences of homelessness,Single,October 2024,6. What are your sources of income?,Disability benefit,1649,427,25.9
Experiences of homelessness,Single,October 2021,6. What are your sources of income?,Employment insurance,937,34,4
Experiences of homelessness,Single,October 2024,6. What are your sources of income?,Employment insurance,1649,41,2.5
Experiences of homelessness,Single,October 2021,6. What are your sources of income?,Full-time employment,937,27,3
Experiences of homelessness,Single,October 2024,6. What are your sources of income?,Full-time employment,1649,92,5.6
Experiences of homelessness,Single,October 2021,6. What are your sources of income?,GST/HST refund,937,30,3
Experiences of homelessness,Single,October 2024,6. What are your sources of income?,GST/HST refund,1649,52,3.2
Experiences of homelessness,Single,October 2021,6. What are your sources of income?,Informal income (eg. bottle returns),937,41,4
Experiences of homelessness,Single,October 2024,6. What are your sources of income?,Informal income (eg. bottle returns),1649,181,11.0
Experiences of homelessness,Single,October 2021,6. What are your sources of income?,Money from family/friends,937,14,2
Experiences of homelessness,Single,October 2024,6. What are your sources of income?,Money from family/friends,1649,42,2.5
Experiences of homelessness,Single,October 2021,6. What are your sources of income?,No income,937,57,6
Experiences of homelessness,Single,October 2024,6. What are your sources of income?,No income,1649,265,16.1
Experiences of homelessness,Single,October 2021,6. What are your sources of income?,Ontario Works,937,329,35
Experiences of homelessness,Single,October 2024,6. What are your sources of income?,Ontario Works,1649,709,43.0
Experiences of homelessness,Single,October 2021,6. What are your sources of income?,Other,937,16,2
Experiences of homelessness,Single,October 2024,6. What are your sources of income?,Other,1649,64,3.9
Experiences of homelessness,Single,October 2021,6. What are your sources of income?,Part-time employment,937,22,2
Experiences of homelessness,Single,October 2024,6. What are your sources of income?,Part-time employment,1649,80,4.9
Experiences of homelessness,Single,October 2021,6. What are your sources of income?,Seniors' benefits,937,63,7
Experiences of homelessness,Single,October 2024,6. What are your sources of income?,Seniors' benefits,1649,87,5.3
Experiences of homelessness,Youth,October 2021,1. How old were you the first time you experienced homelessness?,13 to 17 years old,134,67,50.0
Experiences of homelessness,Youth,April 2018,1. How old were you the first time you experienced homelessness?,13 to 17 years old,187,127,67.9
Experiences of homelessness,Youth,October 2024,1. How old were you the first time you experienced homelessness?,13 to 17 years old,265,62,23.4
Experiences of homelessness,Youth,October 2021,1. How old were you the first time you experienced homelessness?,18 to 24 years old,134,45,33.6
Experiences of homelessness,Youth,April 2018,1. How old were you the first time you experienced homelessness?,18 to 24 years old,187,41,21.9
Experiences of homelessness,Youth,October 2024,1. How old were you the first time you experienced homelessness?,18 to 24 years old,265,159,60.0
Experiences of homelessness,Youth,October 2021,1. How old were you the first time you experienced homelessness?,25 to 49 years old,134,0,0.0
Experiences of homelessness,Youth,April 2018,1. How old were you the first time you experienced homelessness?,25 to 49 years old,187,0,0.0
Experiences of homelessness,Youth,October 2024,1. How old were you the first time you experienced homelessness?,25 to 49 years old,265,3,1.1
Experiences of homelessness,Youth,October 2021,1. How old were you the first time you experienced homelessness?,50 to 64 years old,134,0,0.0
Experiences of homelessness,Youth,April 2018,1. How old were you the first time you experienced homelessness?,50 to 64 years old,187,0,0.0
Experiences of homelessness,Youth,October 2024,1. How old were you the first time you experienced homelessness?,50 to 64 years old,265,0,0.0
Experiences of homelessness,Youth,October 2021,1. How old were you the first time you experienced homelessness?,Over 65 years old,134,0,0.0
Experiences of homelessness,Youth,April 2018,1. How old were you the first time you experienced homelessness?,Over 65 years old,187,0,0.0
Experiences of homelessness,Youth,October 2024,1. How old were you the first time you experienced homelessness?,Over 65 years old,265,0,0.0
Experiences of homelessness,Youth,October 2021,1. How old were you the first time you experienced homelessness?,Under 12 years old,134,8,5.9
Experiences of homelessness,Youth,April 2018,1. How old were you the first time you experienced homelessness?,Under 12 years old,187,10,5.3
Experiences of homelessness,Youth,October 2024,1. How old were you the first time you experienced homelessness?,Under 12 years old,265,6,2.3
Experiences of homelessness,Youth,October 2021,"2. In total, for how much time have you experienced homelessness over the past year?",Less than 180 days,134,54,40.3
Experiences of homelessness,Youth,April 2018,"2. In total, for how much time have you experienced homelessness over the past year?",Less than 180 days,187,69,36.9
Experiences of homelessness,Youth,October 2024,"2. In total, for how much time have you experienced homelessness over the past year?",Less than 180 days,265,92,34.7
Experiences of homelessness,Youth,October 2021,"2. In total, for how much time have you experienced homelessness over the past year?",More than 180 days,134,63,47.0
Experiences of homelessness,Youth,April 2018,"2. In total, for how much time have you experienced homelessness over the past year?",More than 180 days,187,91,48.7
Experiences of homelessness,Youth,October 2024,"2. In total, for how much time have you experienced homelessness over the past year?",More than 180 days,265,120,45.3
Experiences of homelessness,Youth,April 2018,"3. In total, how many different times have you experienced homelessness in the past year?",3 or more episodes of homelessness,187,52,27.8
Experiences of homelessness,Youth,April 2018,"3. In total, how many different times have you experienced homelessness in the past year?",Less than 3 episodes of homelessness,187,116,62.0
Experiences of homelessness,Youth,October 2021,3. What happened that caused you to lose your housing most recently?,"Complaint (eg. pets, noise, damage)",134,5,4
Experiences of homelessness,Youth,October 2024,3. What happened that caused you to lose your housing most recently?,"Complaint (eg. pets, noise, damage)",265,8,3.0
Experiences of homelessness,Youth,October 2021,3. What happened that caused you to lose your housing most recently?,Conflict with other (unspecified),134,7,5
Experiences of homelessness,Youth,October 2024,3. What happened that caused you to lose your housing most recently?,Conflict with other (unspecified),265,24,9.1
Experiences of homelessness,Youth,October 2021,3. What happened that caused you to lose your housing most recently?,Conflict with parent/guardian,134,51,38
Experiences of homelessness,Youth,October 2024,3. What happened that caused you to lose your housing most recently?,Conflict with parent/guardian,265,66,24.9
Experiences of homelessness,Youth,October 2021,3. What happened that caused you to lose your housing most recently?,Conflict with spouse/partner,134,7,5
Experiences of homelessness,Youth,October 2024,3. What happened that caused you to lose your housing most recently?,Conflict with spouse/partner,265,15,5.7
Experiences of homelessness,Youth,October 2021,3. What happened that caused you to lose your housing most recently?,Experienced abuse by parent/guardian,134,14,10
Experiences of homelessness,Youth,October 2024,3. What happened that caused you to lose your housing most recently?,Experienced abuse by parent/guardian,265,27,10.2
Experiences of homelessness,Youth,October 2021,3. What happened that caused you to lose your housing most recently?,Experienced abuse by spouse/partner,134,7,5
Experiences of homelessness,Youth,October 2024,3. What happened that caused you to lose your housing most recently?,Experienced abuse by spouse/partner,265,5,1.9
Experiences of homelessness,Youth,October 2021,3. What happened that caused you to lose your housing most recently?,Hospitalization or treatment program,134,6,5
Experiences of homelessness,Youth,October 2024,3. What happened that caused you to lose your housing most recently?,Hospitalization or treatment program,265,5,1.9
Experiences of homelessness,Youth,October 2021,3. What happened that caused you to lose your housing most recently?,Incarceration (prison or jail),134,10,8
Experiences of homelessness,Youth,October 2024,3. What happened that caused you to lose your housing most recently?,Incarceration (prison or jail),265,9,3.4
Experiences of homelessness,Youth,October 2021,3. What happened that caused you to lose your housing most recently?,Landlord/tenant conflict,134,12,9
Experiences of homelessness,Youth,October 2024,3. What happened that caused you to lose your housing most recently?,Landlord/tenant conflict,265,15,5.7
Experiences of homelessness,Youth,October 2021,3. What happened that caused you to lose your housing most recently?,Mental health issue,134,15,11
Experiences of homelessness,Youth,October 2024,3. What happened that caused you to lose your housing most recently?,Mental health issue,265,33,12.5
Experiences of homelessness,Youth,October 2021,3. What happened that caused you to lose your housing most recently?,Not enough income for housing,134,24,18
Experiences of homelessness,Youth,October 2024,3. What happened that caused you to lose your housing most recently?,Not enough income for housing,265,69,26.0
Experiences of homelessness,Youth,October 2021,3. What happened that caused you to lose your housing most recently?,Other,134,20,15
Experiences of homelessness,Youth,October 2024,3. What happened that caused you to lose your housing most recently?,Other,265,30,11.3
Experiences of homelessness,Youth,October 2021,3. What happened that caused you to lose your housing most recently?,Relocation,134,7,5
Experiences of homelessness,Youth,October 2024,3. What happened that caused you to lose your housing most recently?,Relocation,265,37,14.0
Experiences of homelessness,Youth,October 2021,3. What happened that caused you to lose your housing most recently?,Substance use issue,134,11,8
Experiences of homelessness,Youth,October 2024,3. What happened that caused you to lose your housing most recently?,Substance use issue,265,19,7.2
Experiences of homelessness,Youth,October 2021,3. What happened that caused you to lose your housing most recently?,Unfit/unsafe housing conditions,134,14,10
Experiences of homelessness,Youth,October 2024,3. What happened that caused you to lose your housing most recently?,Unfit/unsafe housing conditions,265,45,17.0
Experiences of homelessness,Youth,October 2021,4. Was your most recent housing loss related to the COVID-19 pandemic?,No,134,112,83.6
Experiences of homelessness,Youth,October 2021,4. Was your most recent housing loss related to the COVID-19 pandemic?,Yes,134,11,8.2
Experiences of homelessness,Youth,April 2018,4. What happened that caused you to lose your housing most recently?,Conflict with parent/guardian,187,60,32.1
Experiences of homelessness,Youth,April 2018,4. What happened that caused you to lose your housing most recently?,Conflict with spouse/partner,187,18,9.6
Experiences of homelessness,Youth,April 2018,4. What happened that caused you to lose your housing most recently?,Experienced abuse by parent/guardian,187,24,12.8
Experiences of homelessness,Youth,April 2018,4. What happened that caused you to lose your housing most recently?,Experienced abuse by spouse/partner,187,10,5.3
Experiences of homelessness,Youth,April 2018,4. What happened that caused you to lose your housing most recently?,Health issue,187,11,5.9
Experiences of homelessness,Youth,April 2018,4. What happened that caused you to lose your housing most recently?,Hospitalization or treatment program,187,6,3.2
Experiences of homelessness,Youth,April 2018,4. What happened that caused you to lose your housing most recently?,Incarceration (prison or jail),187,13,7
Experiences of homelessness,Youth,April 2018,4. What happened that caused you to lose your housing most recently?,Job loss,187,11,5.9
Experiences of homelessness,Youth,April 2018,4. What happened that caused you to lose your housing most recently?,Left country/fleeing war,187,7,3.7
Experiences of homelessness,Youth,April 2018,4. What happened that caused you to lose your housing most recently?,Other,187,34,18.2
Experiences of homelessness,Youth,April 2018,4. What happened that caused you to lose your housing most recently?,Substance use,187,46,24.6
Experiences of homelessness,Youth,April 2018,4. What happened that caused you to lose your housing most recently?,Unable to pay rent or mortgage,187,15,8
Experiences of homelessness,Youth,April 2018,4. What happened that caused you to lose your housing most recently?,Unsafe housing,187,21,11.2
Experiences of homelessness,Youth,October 2021,5. How long ago did that happen (that you lost your housing most recently)?,Less than 180 days ago,134,41,30.6
Experiences of homelessness,Youth,October 2024,5. How long ago did that happen (that you lost your housing most recently)?,Less than 180 days ago,265,57,21.5
